"","row_NA_count","row_NA_ratio","means_without_na","na_ratio_cat"
"DCX",59,0.983333333333333,6.017,1
"SPRY1",50,0.833333333333333,5.8117,1
"TIMM44",0,0,7.2739,-1
"TRAPPC3",0,0,7.83393333333333,-1
"SI2",48,0.8,5.29916666666667,0
"CHMP2A",0,0,7.49586666666667,-1
"NCK2",1,0.0166666666666667,6.56142372881356,-1
"PSCA",54,0.9,6.923,1
"TSPAN6",14,0.233333333333333,6.49828260869565,0
"PLRG1",0,0,7.68926666666667,-1
"PRC1",0,0,6.93436666666667,-1
"RGS10",0,0,7.83271666666667,-1
"ZNF207",0,0,8.03455,-1
"NDUFB5",34,0.566666666666667,7.16573076923077,0
"NDUFB3",40,0.666666666666667,6.4226,0
"NDUFA2",0,0,7.46846666666667,-1
"LDB2",47,0.783333333333333,6.09561538461538,0
"AS1",0,0,8.0396,-1
"BUB1",0,0,6.33831666666667,-1
"BUB3",0,0,8.39793333333333,-1
"PPAP2C",33,0.55,6.30307407407407,0
"PI15",49,0.816666666666667,6.50772727272727,1
"ACTN4",0,0,9.1784,-1
"GSTZ1",1,0.0166666666666667,7.29171186440678,-1
"WBSCR22",0,0,7.3601,-1
"TRIAP1",9,0.15,6.92396078431373,-1
"GATC",5,0.0833333333333333,6.66174545454545,-1
"HTATSF1",0,0,7.4312,-1
"TRAF3IP2",36,0.6,5.597,0
"ITM2A",40,0.666666666666667,6.34255,0
"CYTH3",1,0.0166666666666667,6.53108474576271,-1
"PRKAB2",8,0.133333333333333,6.18480769230769,-1
"AP1G1",0,0,7.76453333333333,-1
"STX6",4,0.0666666666666667,6.514,-1
"SYNGR1",23,0.383333333333333,6.35110810810811,0
"SYNGR2",2,0.0333333333333333,7.09562068965517,-1
"SYNGR3",54,0.9,5.795,1
"SGTA",0,0,8.21491666666667,-1
"LIAS",42,0.7,5.7775,0
"ENSA",0,0,8.34071666666667,-1
"RS",0,0,8.38835,-1
"SPOP",13,0.216666666666667,6.37295744680851,0
"MYO1B",0,0,7.47443333333333,-1
"SS1",8,0.133333333333333,6.78342307692308,-1
"SLC25A17",49,0.816666666666667,5.78309090909091,1
"NUDT21",0,0,8.31755,-1
"LANCL1",0,0,7.6679,-1
"STRN",0,0,7.3037,-1
"RRP9",0,0,7.49596666666667,-1
"SCO2",47,0.783333333333333,5.88353846153846,0
"C21orf2",53,0.883333333333333,5.89642857142857,1
"AKAP8",0,0,7.3733,-1
"GTPBP6",2,0.0333333333333333,6.52456896551724,-1
"SLC37A4",47,0.783333333333333,6.12915384615385,0
"ZBTB14",21,0.35,5.32410256410256,0
"IDH3B",0,0,7.38288333333333,-1
"NRD1",0,0,7.661,-1
"CALU",0,0,8.73163333333333,-1
"EDIL3",6,0.1,6.36588888888889,-1
"AHCYL1",0,0,7.81725,-1
"KIF1C",0,0,6.45315,-1
"PRICKLE3",25,0.416666666666667,4.88537142857143,0
"GAS2",21,0.35,7.32102564102564,0
"ORC5",0,0,6.67613333333333,-1
"TYROBP",59,0.983333333333333,6.845,1
"NDUFS5",0,0,7.11865,-1
"PDE6D",1,0.0166666666666667,7.47089830508475,-1
"ORC4",0,0,6.89961666666667,-1
"PEX1",4,0.0666666666666667,5.95733928571429,-1
"RAD21",0,0,7.63371666666667,-1
"AKR1B10",1,0.0166666666666667,6.91503389830508,-1
"TIMM8A",0,0,7.79928333333333,-1
"KALRN",7,0.116666666666667,5.20216981132076,-1
"DHX16",0,0,7.2507,-1
"SSSCA1",0,0,7.93248333333333,-1
"GMFG",41,0.683333333333333,6.90926315789474,0
"TMPRSS11D",24,0.4,6.6155,0
"PPP1R12B",14,0.233333333333333,5.42802173913043,0
"BNIP3L",56,0.933333333333333,6.20075,1
"SH3BP5",10,0.166666666666667,5.84504,-1
"MED14",0,0,6.07425,-1
"PCDH7",25,0.416666666666667,6.25774285714286,0
"PRPSAP2",0,0,7.67673333333333,-1
"SMARCA5",0,0,7.42146666666667,-1
"ADCY3",44,0.733333333333333,5.831875,0
"KIAA0513",44,0.733333333333333,5.697625,0
"GPRIN2",57,0.95,6.07233333333333,1
"SPAG9",12,0.2,5.502875,0
"SUSD5",50,0.833333333333333,5.3629,1
"KIF5C",10,0.166666666666667,5.6645,-1
"NUAK1",51,0.85,5.62188888888889,1
"URB1",0,0,6.3051,-1
"MGRN1",2,0.0333333333333333,6.0665,-1
"SIPA1L3",1,0.0166666666666667,6.07374576271186,-1
"ZFC3H1",0,0,5.4296,-1
"LCMT2",4,0.0666666666666667,6.43055357142857,-1
"TRAK2",30,0.5,5.75356666666667,0
"LZTS3",49,0.816666666666667,5.68872727272727,1
"AQR",0,0,7.10036666666667,-1
"OPA1",0,0,7.26641666666667,-1
"ZEB2",4,0.0666666666666667,5.92314285714286,-1
"MCM3AP",0,0,6.291,-1
"PIP5K1C",29,0.483333333333333,5.9061935483871,0
"KIF1B",0,0,6.39813333333333,-1
"KDM1A",0,0,7.47055,-1
"TBC1D4",2,0.0333333333333333,6.75393103448276,-1
"ECE2",6,0.1,6.17103703703704,-1
"PHLPP1",17,0.283333333333333,5.36267441860465,0
"TBC1D12",31,0.516666666666667,5.48589655172414,0
"FZD6",55,0.916666666666667,5.463,1
"NME2P1",11,0.183333333333333,6.56057142857143,-1
"HBP1",43,0.716666666666667,6.06335294117647,0
"FADS1",34,0.566666666666667,5.75819230769231,0
"PPL",0,0,6.58916666666667,-1
"DF5",1,0.0166666666666667,6.981,-1
"EVI5",17,0.283333333333333,5.75416279069767,0
"LY75",47,0.783333333333333,5.40576923076923,0
"NRP2",20,0.333333333333333,5.94015,0
"MAN1A2",23,0.383333333333333,5.50854054054054,0
"ACSL4",0,0,7.70913333333333,-1
"SNX3",0,0,8.33611666666667,-1
"DOK2",53,0.883333333333333,5.80214285714286,1
"STX10",2,0.0333333333333333,6.32225862068965,-1
"MGEA5",0,0,7.36028333333333,-1
"SORBS3",1,0.0166666666666667,6.78922033898305,-1
"SYNCRIP",0,0,8.66273333333333,-1
"TPST1",45,0.75,5.6392,0
"CDC40",0,0,7.04915,-1
"RANBP6",2,0.0333333333333333,6.0835,-1
"NEMF",0,0,6.84448333333333,-1
"GMDS",1,0.0166666666666667,7.45810169491525,-1
"NMT2",7,0.116666666666667,6.50783018867924,-1
"CCNT1",0,0,6.85043333333333,-1
"GREM1",55,0.916666666666667,6.3658,1
"BUB1B",2,0.0333333333333333,6.27481034482759,-1
"PLOD3",0,0,7.40238333333333,-1
"EIF4E2",0,0,7.44591666666667,-1
"CCNT2",19,0.316666666666667,5.65760975609756,0
"DIAPH1",0,0,7.83443333333333,-1
"15-Sep",0,0,7.20501666666667,-1
"TSPAN1",55,0.916666666666667,6.9528,1
"TSPAN2",57,0.95,6.33166666666667,1
"SP91",59,0.983333333333333,5.888,1
"EXOC3",0,0,7.04695,-1
"UGT1A8",57,0.95,5.468,1
"PLIN3",0,0,8.37413333333333,-1
"SLC16A7",44,0.733333333333333,5.82075,0
"RAD1",4,0.0666666666666667,6.39017857142857,-1
"REV3L",37,0.616666666666667,5.01473913043478,0
"MAFK",44,0.733333333333333,6.0544375,0
"PRMT3",0,0,7.32821666666667,-1
"KP6",0,0,7.82685,-1
"UGDH",0,0,8.27138333333333,-1
"LPXN",14,0.233333333333333,7.02619565217391,0
"CTNND1",0,0,7.76911666666667,-1
"ICMT",59,0.983333333333333,6.502,1
"MAGEC1",44,0.733333333333333,6.4675,0
"EIF1B",3,0.05,6.93112280701754,-1
"SNX2",0,0,7.93713333333333,-1
"CYTIP",57,0.95,6.38366666666667,1
"DPM1",1,0.0166666666666667,6.59215254237288,-1
"USO1",0,0,7.94218333333333,-1
"MRPS14",1,0.0166666666666667,6.89516949152542,-1
"TOM1",0,0,7.16828333333333,-1
"PFKFB2",0,0,6.87881666666667,-1
"CCDC22",0,0,7.16013333333333,-1
"PQBP1",0,0,7.8735,-1
"TIMM17B",58,0.966666666666667,6.311,1
"PRAF2",37,0.616666666666667,6.37865217391304,0
"DKC1",0,0,8.00101666666667,-1
"EIF5B",0,0,8.00226666666667,-1
"GAS7",12,0.2,6.2395625,0
"EDF1",0,0,8.16956666666667,-1
"KIN",0,0,6.51301666666667,-1
"DIAPH2",0,0,6.73643333333333,-1
"SH2D1A",26,0.433333333333333,6.68052941176471,0
"DJA2",0,0,8.22603333333333,-1
"BRD4",0,0,7.33108333333333,-1
"CUTA",0,0,8.23165,-1
"OPHN1",10,0.166666666666667,5.82814,-1
"SMPD2",58,0.966666666666667,5.955,1
"TBL1X",20,0.333333333333333,6.156,0
"CTSV",48,0.8,5.72783333333333,0
"HUS1",0,0,6.88186666666667,-1
"PFDN1",0,0,8.3285,-1
"PPP1R11",0,0,7.80166666666667,-1
"RSEH1",10,0.166666666666667,6.24198,-1
"NBN",0,0,7.04138333333333,-1
"NOL3",4,0.0666666666666667,7.45705357142857,-1
"DTNB",4,0.0666666666666667,5.94933928571429,-1
"RNGTT",0,0,6.96273333333333,-1
"ERVK-19",47,0.783333333333333,5.61492307692308,0
"ABCB7",21,0.35,5.87202564102564,0
"MITF",5,0.0833333333333333,6.63387272727273,-1
"KIF21B",28,0.466666666666667,5.3063125,0
"SRGAP2",0,0,6.87926666666667,-1
"NOS1AP",8,0.133333333333333,6.23534615384615,-1
"IGSF3",35,0.583333333333333,5.44992,0
"DJC6",17,0.283333333333333,5.71388372093023,0
"FAM20B",22,0.366666666666667,5.72947368421053,0
"DENND4B",40,0.666666666666667,5.1367,0
"EFCAB14",32,0.533333333333333,5.95332142857143,0
"CBFA2T3",19,0.316666666666667,6.47968292682927,0
"WDR1",0,0,8.77606666666667,-1
"SLIT1",14,0.233333333333333,6.06836956521739,0
"SLIT3",32,0.533333333333333,5.20832142857143,0
"MEGF6",43,0.716666666666667,5.27705882352941,0
"LDB3",25,0.416666666666667,5.66871428571429,0
"N4BP1",0,0,6.32723333333333,-1
"ROCK2",0,0,7.26616666666667,-1
"CLASP2",38,0.633333333333333,5.3655,0
"PTCD1",14,0.233333333333333,5.68365217391304,0
"COBL",26,0.433333333333333,5.48411764705882,0
"CPNE3",0,0,8.16271666666667,-1
"ZBED4",6,0.1,5.76309259259259,-1
"DEPDC5",23,0.383333333333333,4.9232972972973,0
"ATG13",0,0,6.33488333333333,-1
"PPFIA3",46,0.766666666666667,5.3015,0
"HIP1R",0,0,6.8164,-1
"OBSL1",11,0.183333333333333,5.84028571428571,-1
"RNF40",0,0,7.33601666666667,-1
"ZC3H11A",0,0,7.01213333333333,-1
"CLUH",0,0,7.53305,-1
"RAB11FIP3",29,0.483333333333333,5.91941935483871,0
"CAND2",11,0.183333333333333,5.49475510204082,-1
"TSC22D2",0,0,7.2618,-1
"KDM4A",1,0.0166666666666667,5.85176271186441,-1
"DJC13",0,0,7.10723333333333,-1
"PHACTR2",10,0.166666666666667,6.02836,-1
"PPP6R2",0,0,6.63906666666667,-1
"ADAMTS4",36,0.6,5.62658333333333,0
"CNOT3",0,0,7.27343333333333,-1
"SS18L1",19,0.316666666666667,5.95575609756098,0
"ANKRD17",0,0,7.0284,-1
"SIN3B",1,0.0166666666666667,5.91710169491525,-1
"DJB6",0,0,7.5068,-1
"XYLB",12,0.2,6.38254166666667,0
"COQ9",0,0,6.96675,-1
"GGCT",0,0,8.09405,-1
"NDUFS7",1,0.0166666666666667,6.75591525423729,-1
"SMIM24",58,0.966666666666667,7.8385,1
"ZNF780A",35,0.583333333333333,5.48108,0
"NDUFS2",0,0,7.26465,-1
"ZPR1",0,0,7.54136666666667,-1
"USP12",35,0.583333333333333,5.97364,0
"DUSP11",0,0,6.45865,-1
"GBAS",0,0,7.00115,-1
"SEMA7A",14,0.233333333333333,6.27397826086957,0
"HMMR",0,0,6.87991666666667,-1
"PPFIA2",39,0.65,5.00985714285714,0
"PPFIA4",49,0.816666666666667,5.40490909090909,1
"CILP",37,0.616666666666667,5.78573913043478,0
"PDCD6",0,0,8.08978333333333,-1
"ZNF253",33,0.55,4.95203703703704,0
"TBCA",0,0,9.19241666666667,-1
"ATP6V1G1",0,0,7.85056666666667,-1
"VPS4B",0,0,7.75353333333333,-1
"MPDU1",15,0.25,6.41291111111111,0
"ENTPD6",54,0.9,5.12833333333333,1
"ENTPD5",9,0.15,5.94292156862745,-1
"ZNF217",3,0.05,5.49431578947368,-1
"BCAS1",45,0.75,6.04466666666667,0
"H2AFY",0,0,8.25168333333333,-1
"SH3BGRL",2,0.0333333333333333,8.11398275862069,-1
"FLNB",10,0.166666666666667,6.32694,-1
"NCOR1",0,0,6.63088333333333,-1
"VAMP4",40,0.666666666666667,6.4405,0
"NDUFS6",0,0,7.6811,-1
"PEX14",10,0.166666666666667,6.156,-1
"TRIM3",12,0.2,6.16597916666667,0
"ULK1",30,0.5,5.3116,0
"TULP3",29,0.483333333333333,5.88067741935484,0
"CS",0,0,8.25395,-1
"SPAG7",0,0,7.41668333333333,-1
"MRPL33",0,0,7.20446666666667,-1
"SEC22B",0,0,7.4469,-1
"PRPF40A",0,0,7.7148,-1
"TACC1",0,0,7.0066,-1
"NME6",31,0.516666666666667,5.89910344827586,0
"CDC45",4,0.0666666666666667,6.47483928571429,-1
"GIGYF1",2,0.0333333333333333,5.82941379310345,-1
"LRCH4",32,0.533333333333333,5.73257142857143,0
"MTX2",0,0,7.64653333333333,-1
"VPS26A",0,0,8.11616666666667,-1
"NDUFB1",38,0.633333333333333,6.57872727272727,0
"PMPCB",0,0,7.27011666666667,-1
"MAF",54,0.9,6.084,1
"SAP30",0,0,6.98495,-1
"MED24",0,0,6.54783333333333,-1
"KAT1",0,0,6.67131666666667,-1
"PAGE1",47,0.783333333333333,6.39330769230769,0
"E2F6",26,0.433333333333333,5.62652941176471,0
"PSIP1",0,0,7.68818333333333,-1
"ERLIN1",27,0.45,6.09148484848485,0
"SUPT3H",38,0.633333333333333,6.06281818181818,0
"GPC4",9,0.15,6.11758823529412,-1
"NDUFS3",0,0,7.60058333333333,-1
"SRSF10",0,0,8.1268,-1
"GMNN",2,0.0333333333333333,7.06246551724138,-1
"CLN5",4,0.0666666666666667,6.31101785714286,-1
"HSBP1",0,0,8.00676666666667,-1
"ECI2",2,0.0333333333333333,7.46337931034483,-1
"KHDRBS3",0,0,7.78468333333333,-1
"RBMXL2",57,0.95,6.78333333333333,1
"TADA3",1,0.0166666666666667,6.43335593220339,-1
"TAF5L",3,0.05,6.10529824561404,-1
"EED",0,0,7.22655,-1
"BANF1",0,0,8.81763333333333,-1
"SF3B1",0,0,8.08315,-1
"CSDE1",0,0,8.15346666666667,-1
"WBP4",0,0,6.55211666666667,-1
"STX11",55,0.916666666666667,5.8638,1
"SKAP2",38,0.633333333333333,5.85745454545455,0
"PRKRA",0,0,7.7596,-1
"MTRF1",32,0.533333333333333,5.45235714285714,0
"CRCP",1,0.0166666666666667,6.57361016949153,-1
"RPS6KA5",2,0.0333333333333333,6.4028275862069,-1
"MED6",0,0,6.67566666666667,-1
"MYCBP2",0,0,6.01873333333333,-1
"GCAT",11,0.183333333333333,6.15691836734694,-1
"NPM3",0,0,7.57773333333333,-1
"LYPLA1",0,0,7.8714,-1
"ERAL1",0,0,6.6876,-1
"CREG1",11,0.183333333333333,6.5725306122449,-1
"SERPINB7",16,0.266666666666667,6.08309090909091,0
"CTAG2",58,0.966666666666667,6.6825,1
"SNRNP200",0,0,7.92228333333333,-1
"TRMU",17,0.283333333333333,5.79732558139535,0
"TIPRL",0,0,7.91833333333333,-1
"OFD1",1,0.0166666666666667,5.90254237288136,-1
"TOM1L1",48,0.8,6.33933333333333,0
"RPS6KA4",3,0.05,6.29959649122807,-1
"SURF6",0,0,7.36608333333333,-1
"PPM1B",0,0,7.35485,-1
"ADAP1",29,0.483333333333333,6.05903225806452,0
"UTP20",0,0,6.6481,-1
"NUP155",0,0,7.6939,-1
"RP2",32,0.533333333333333,5.88810714285714,0
"WDHD1",0,0,7.31453333333333,-1
"CRTAP",0,0,7.47078333333333,-1
"SLC25A12",32,0.533333333333333,5.44196428571429,0
"TCEA3",35,0.583333333333333,6.1226,0
"RAD51D",28,0.466666666666667,5.79678125,0
"PALM",52,0.866666666666667,5.85325,1
"ATP6AP2",13,0.216666666666667,6.0491914893617,0
"GRAP2",37,0.616666666666667,6.04917391304348,0
"RSEH2A",0,0,7.48213333333333,-1
"CDC123",0,0,7.34186666666667,-1
"CAPN15",20,0.333333333333333,5.593125,0
"BCAR3",8,0.133333333333333,6.43951923076923,-1
"POP7",1,0.0166666666666667,7.212,-1
"RPP40",0,0,7.18445,-1
"EIF3G",0,0,8.4213,-1
"EIF3J",0,0,8.33525,-1
"CBR3",0,0,8.03685,-1
"PSMD10",0,0,7.82991666666667,-1
"KLF7",50,0.833333333333333,6.1103,1
"AP1G2",2,0.0333333333333333,6.63193103448276,-1
"ZMPSTE24",12,0.2,5.988875,0
"PPP1R37",10,0.166666666666667,5.87738,-1
"TRAPPC6A",15,0.25,6.59308888888889,0
"IDH1",0,0,8.42101666666667,-1
"GATB",18,0.3,5.94428571428571,0
"SCO1",18,0.3,6.09254761904762,0
"ATRN",31,0.516666666666667,5.40086206896552,0
"RBBP9",1,0.0166666666666667,7.46374576271186,-1
"STAM2",0,0,7.38998333333333,-1
"ALDH1L1",17,0.283333333333333,5.771,0
"DGAT1",54,0.9,6.176,1
"CCNK",0,0,7.35765,-1
"DHRS3",41,0.683333333333333,6.138,0
"PAK3",53,0.883333333333333,5.68885714285714,1
"ARL6IP5",4,0.0666666666666667,7.04094642857143,-1
"DYSF",26,0.433333333333333,5.29367647058824,0
"PIAS1",5,0.0833333333333333,6.00892727272727,-1
"PIAS2",19,0.316666666666667,5.6470487804878,0
"BCAS2",0,0,7.87431666666667,-1
"DCTN3",0,0,7.63443333333333,-1
"BBOX1",32,0.533333333333333,5.87235714285714,0
"DJC8",0,0,8.22971666666667,-1
"SMNDC1",0,0,7.85456666666667,-1
"RAD17",3,0.05,5.93989473684211,-1
"ATP5H",1,0.0166666666666667,6.80169491525424,-1
"DJB5",22,0.366666666666667,5.89363157894737,0
"FLOT1",1,0.0166666666666667,6.8663220338983,-1
"TRIO",0,0,6.61968333333333,-1
"ATP5L",12,0.2,6.63379166666667,0
"MPDZ",2,0.0333333333333333,6.09405172413793,-1
"CPD",1,0.0166666666666667,6.28428813559322,-1
"SASH3",42,0.7,6.35433333333333,0
"GLRX3",0,0,8.46645,-1
"RSL1D1",0,0,8.1861,-1
"WFS1",10,0.166666666666667,5.94612,-1
"ANXA9",25,0.416666666666667,6.11485714285714,0
"CLPX",0,0,6.93078333333333,-1
"NEBL",48,0.8,5.56525,0
"SEC14L2",8,0.133333333333333,6.66280769230769,-1
"STC2",26,0.433333333333333,6.10797058823529,0
"RNF8",57,0.95,5.93833333333333,1
"SNCG",22,0.366666666666667,7.06836842105263,0
"CIAO1",0,0,7.56108333333333,-1
"PDE5A",4,0.0666666666666667,5.99471428571429,-1
"DFFB",24,0.4,6.05077777777778,0
"ZFAND5",0,0,7.10666666666667,-1
"RGS20",43,0.716666666666667,5.72335294117647,0
"FGF18",59,0.983333333333333,5.777,1
"SRP72",0,0,7.90461666666667,-1
"JTB",40,0.666666666666667,6.6366,0
"CST7",54,0.9,6.93066666666667,1
"DXO",8,0.133333333333333,6.18446153846154,-1
"DDAH1",1,0.0166666666666667,7.96672881355932,-1
"RECQL4",8,0.133333333333333,5.83471153846154,-1
"RECQL5",6,0.1,5.69105555555556,-1
"URI1",0,0,7.13516666666667,-1
"B3GAT3",35,0.583333333333333,5.98828,0
"STK17B",10,0.166666666666667,6.22478,-1
"MTA2",0,0,7.46928333333333,-1
"USP1",2,0.0333333333333333,5.92325862068965,-1
"ALDH1A2",2,0.0333333333333333,6.40358620689655,-1
"STK10",0,0,6.81181666666667,-1
"PRKD3",0,0,6.256,-1
"GFPT2",13,0.216666666666667,6.28457446808511,0
"TPPP",47,0.783333333333333,6.40546153846154,0
"SLIT2",22,0.366666666666667,5.75568421052632,0
"ATG12",0,0,7.22606666666667,-1
"KBTBD11",21,0.35,5.9844358974359,0
"LTN1",1,0.0166666666666667,6.47740677966102,-1
"ATP10B",21,0.35,5.91897435897436,0
"TOMM70A",0,0,6.8223,-1
"IPO13",5,0.0833333333333333,6.01925454545455,-1
"DDHD2",0,0,6.32903333333333,-1
"MYO1D",0,0,6.79625,-1
"TOX4",2,0.0333333333333333,7.05894827586207,-1
"MICAL2",11,0.183333333333333,6.05971428571429,-1
"KIAA0754",14,0.233333333333333,5.55452173913043,0
"SEC24D",0,0,7.09928333333333,-1
"SUPT7L",5,0.0833333333333333,6.27323636363636,-1
"FCHSD2",31,0.516666666666667,5.44575862068965,0
"UFL1",0,0,7.31216666666667,-1
"SORBS2",9,0.15,5.91476470588235,-1
"TMCC1",30,0.5,5.48203333333333,0
"PHF14",1,0.0166666666666667,6.99628813559322,-1
"SASH1",1,0.0166666666666667,5.8521186440678,-1
"TMEM63A",12,0.2,5.88845833333333,0
"FARP2",0,0,6.24696666666667,-1
"UBXN7",0,0,7.44043333333333,-1
"KLHL18",34,0.566666666666667,5.791,0
"TOX",49,0.816666666666667,6.43072727272727,1
"SUN1",19,0.316666666666667,5.92746341463415,0
"PROSC",0,0,7.76506666666667,-1
"ERLIN2",0,0,7.48286666666667,-1
"PRPF6",0,0,7.50551666666667,-1
"DKK1",32,0.533333333333333,6.72946428571429,0
"PCF11",0,0,6.35706666666667,-1
"FRYL",0,0,6.40301666666667,-1
"NFAT5",0,0,6.17983333333333,-1
"ENDOD1",53,0.883333333333333,5.75628571428571,1
"GLCE",27,0.45,5.46775757575758,0
"GLS",0,0,7.57766666666667,-1
"HAUS5",0,0,6.47278333333333,-1
"ABLIM3",33,0.55,5.65411111111111,0
"UBOX5",36,0.6,5.59245833333333,0
"FBXO21",0,0,6.40118333333333,-1
"KDM4B",8,0.133333333333333,5.61369230769231,-1
"RHOBTB3",44,0.733333333333333,5.448,0
"SOGA1",0,0,6.07638333333333,-1
"USP19",0,0,6.62525,-1
"WDR47",0,0,6.3726,-1
"TRIM37",8,0.133333333333333,5.66705769230769,-1
"AP2A2",0,0,7.29841666666667,-1
"SEC31A",0,0,7.90838333333333,-1
"CLSTN1",28,0.466666666666667,5.5590625,0
"CEP152",3,0.05,5.59473684210526,-1
"HEXIM1",0,0,7.75925,-1
"SEMA3D",19,0.316666666666667,5.58829268292683,0
"TJP3",7,0.116666666666667,6.19277358490566,-1
"DIRAS1",55,0.916666666666667,5.4862,1
"RPP14",0,0,6.85593333333333,-1
"CCNB2",3,0.05,6.51415789473684,-1
"YIF1A",2,0.0333333333333333,6.2523275862069,-1
"UBR5",0,0,6.8695,-1
"AGFG2",6,0.1,6.24168518518518,-1
"PRSS23",8,0.133333333333333,6.60503846153846,-1
"SCAF4",0,0,6.90661666666667,-1
"NDUFB6",47,0.783333333333333,6.32238461538462,0
"MFN2",0,0,6.8325,-1
"DUSP14",36,0.6,5.92416666666667,0
"SNUPN",0,0,6.76998333333333,-1
"AKR7A3",39,0.65,6.18419047619048,0
"UBE4B",0,0,6.87645,-1
"ZFPL1",0,0,7.0407,-1
"IKBKAP",0,0,7.1537,-1
"UBL3",57,0.95,6.46066666666667,1
"GABARAP",13,0.216666666666667,7.20104255319149,0
"NDUFB4",17,0.283333333333333,6.52762790697674,0
"NDUFB8",55,0.916666666666667,6.7342,1
"SCEL",44,0.733333333333333,5.7026875,0
"NDUFA7",0,0,7.606,-1
"VAMP5",50,0.833333333333333,6.6457,1
"RTN3",8,0.133333333333333,6.12742307692308,-1
"RCBTB2",56,0.933333333333333,5.7135,1
"LETM1",1,0.0166666666666667,6.18852542372881,-1
"EPN2",1,0.0166666666666667,6.60338983050847,-1
"ZRANB2",0,0,7.94348333333333,-1
"SNX4",0,0,7.09148333333333,-1
"ZWINT",4,0.0666666666666667,6.53830357142857,-1
"LUC7L3",0,0,7.72981666666667,-1
"KIF20A",0,0,6.72276666666667,-1
"APOL3",38,0.633333333333333,5.94477272727273,0
"KIF4A",0,0,7.13048333333333,-1
"MBD4",27,0.45,5.32739393939394,0
"SBF1",0,0,6.12605,-1
"GOSR1",1,0.0166666666666667,6.49242372881356,-1
"KAT7",0,0,6.94143333333333,-1
"ATE1",56,0.933333333333333,5.77425,1
"TNKS",8,0.133333333333333,5.53098076923077,-1
"CCNDBP1",3,0.05,6.81447368421053,-1
"VAPB",0,0,6.54301666666667,-1
"RASAL1",8,0.133333333333333,6.30853846153846,-1
"SPIN",0,0,7.2732,-1
"MPZL1",15,0.25,6.58533333333333,0
"NDUFC2",41,0.683333333333333,6.29342105263158,0
"NDUFA10",1,0.0166666666666667,6.97774576271186,-1
"FKBP9",1,0.0166666666666667,7.44493220338983,-1
"CELF2",18,0.3,6.88809523809524,0
"PGLS",0,0,8.27053333333333,-1
"PAPSS2",1,0.0166666666666667,7.37220338983051,-1
"ABCB11",27,0.45,5.26712121212121,0
"SMC2",0,0,7.73215,-1
"ATG7",0,0,6.94775,-1
"TACC2",0,0,6.33465,-1
"TRIM16",3,0.05,7.07777192982456,-1
"FARS2",16,0.266666666666667,5.86965909090909,0
"ZBTB7A",3,0.05,6.34849122807018,-1
"LYPLA2",0,0,7.92143333333333,-1
"IPO7",0,0,8.08043333333333,-1
"ARIH2",0,0,7.00835,-1
"TNFAIP8",0,0,7.32915,-1
"MAP3K6",18,0.3,5.44188095238095,0
"WISP1",58,0.966666666666667,6.125,1
"SLU7",0,0,6.72175,-1
"PGM3",0,0,7.5799,-1
"GCNT3",48,0.8,5.6085,0
"MOCS3",0,0,6.69695,-1
"RAPGEF3",32,0.533333333333333,5.44939285714286,0
"CD2BP2",0,0,7.3126,-1
"ZFYVE9",40,0.666666666666667,5.51795,0
"TNFRSF6B",39,0.65,5.99928571428571,0
"SVIL",0,0,6.53806666666667,-1
"PAPLN",13,0.216666666666667,5.63082978723404,0
"BAG4",0,0,6.70953333333333,-1
"AHSA1",0,0,8.37865,-1
"SLC34A2",12,0.2,6.35825,0
"PARN",0,0,7.46498333333333,-1
"PSMG1",0,0,7.97498333333333,-1
"FMNL1",0,0,6.7361,-1
"SGPL1",45,0.75,5.90646666666667,0
"CLDN7",55,0.916666666666667,6.7034,1
"ABCA1",28,0.466666666666667,5.12246875,0
"NSA2",0,0,7.63753333333333,-1
"H6PD",7,0.116666666666667,6.39869811320755,-1
"SEC24A",0,0,7.21658333333333,-1
"SEC24B",0,0,7.33563333333333,-1
"LPHN2",6,0.1,5.82816666666667,-1
"NPTXR",57,0.95,5.46533333333333,1
"CBX6",7,0.116666666666667,5.98083018867925,-1
"SLC2A10",51,0.85,5.81933333333333,1
"DK",6,0.1,6.32777777777778,-1
"TDP2",0,0,6.95466666666667,-1
"SFT2D2",30,0.5,6.43983333333333,0
"MPC2",48,0.8,6.35183333333333,0
"METTL18",13,0.216666666666667,5.96327659574468,0
"ETHE1",0,0,7.36765,-1
"ACSL3",1,0.0166666666666667,6.55927118644068,-1
"POLR1A",0,0,6.82333333333333,-1
"PCNT",0,0,6.04221666666667,-1
"YEATS4",0,0,6.96423333333333,-1
"DUS4L",42,0.7,5.79283333333333,0
"ZBTB11",12,0.2,5.64525,0
"CNOT4",0,0,6.73825,-1
"STAMBP",0,0,7.4366,-1
"NTN1",42,0.7,5.75788888888889,0
"FSTL3",52,0.866666666666667,6.23225,1
"CPSF4",0,0,7.32953333333333,-1
"NFATC1",48,0.8,5.476,0
"ASMTL",1,0.0166666666666667,7.02881355932203,-1
"CDS2",26,0.433333333333333,5.70744117647059,0
"EYA4",16,0.266666666666667,6.27695454545455,0
"FGFR1OP",0,0,7.199,-1
"PPP1R3D",0,0,6.46,-1
"BRD1",0,0,6.15081666666667,-1
"POP4",0,0,7.12925,-1
"HERC2",0,0,6.03296666666667,-1
"RAB3D",25,0.416666666666667,6.04428571428571,0
