"","Breast","CNS","Colon","Leukemia","Melanoma","Non-Small Cell Lung","Ovarian","Renal","no_Breast","no_CNS","no_Colon","no_Leukemia","no_Melanoma","no_Non-Small Cell Lung","no_Ovarian","no_Renal"
"SENP8",0.333333333333333,0.5,0.428571428571429,0.333333333333333,0.555555555555556,0.555555555555556,0.428571428571429,0.625,0.5,0.481481481481481,0.490566037735849,0.5,0.470588235294118,0.470588235294118,0.490566037735849,0.461538461538462
"CNOT6L",0,0.166666666666667,0,0,0.111111111111111,0.111111111111111,0,0,0.0555555555555556,0.037037037037037,0.0566037735849057,0.0555555555555556,0.0392156862745098,0.0392156862745098,0.0566037735849057,0.0576923076923077
"DHRS1",0,0.166666666666667,0,0.166666666666667,0.111111111111111,0,0.142857142857143,0,0.0740740740740741,0.0555555555555556,0.0754716981132075,0.0555555555555556,0.0588235294117647,0.0784313725490196,0.0566037735849057,0.0769230769230769
"UBXN10",0.5,0.5,0.571428571428571,0.333333333333333,1,0.888888888888889,1,1,0.777777777777778,0.777777777777778,0.773584905660377,0.796296296296296,0.705882352941177,0.725490196078431,0.716981132075472,0.711538461538462
"UBE2E2",0,0,0,0,0.111111111111111,0,0,0,0.0185185185185185,0.0185185185185185,0.0188679245283019,0.0185185185185185,0,0.0196078431372549,0.0188679245283019,0.0192307692307692
"C9orf72",0.5,0,0.285714285714286,0.5,0.444444444444444,0.555555555555556,0.285714285714286,0.5,0.388888888888889,0.444444444444444,0.415094339622642,0.388888888888889,0.392156862745098,0.372549019607843,0.415094339622642,0.384615384615385
"RNPC3",0.166666666666667,0.166666666666667,0,0,0,0.111111111111111,0,0.125,0.0555555555555556,0.0555555555555556,0.0754716981132075,0.0740740740740741,0.0784313725490196,0.0588235294117647,0.0754716981132075,0.0576923076923077
"PRIMPOL",1,0.666666666666667,0.857142857142857,1,0.777777777777778,0.777777777777778,0.857142857142857,1,0.851851851851852,0.888888888888889,0.867924528301887,0.851851851851852,0.882352941176471,0.882352941176471,0.867924528301887,0.846153846153846
"C9orf89",0.5,0.666666666666667,0.571428571428571,0.333333333333333,0.333333333333333,0.444444444444444,0.714285714285714,0.625,0.5,0.481481481481481,0.490566037735849,0.518518518518518,0.529411764705882,0.509803921568627,0.471698113207547,0.480769230769231
"ZNF597",1,0.666666666666667,0.428571428571429,0.5,0.888888888888889,0.888888888888889,0.714285714285714,0.875,0.740740740740741,0.777777777777778,0.811320754716981,0.796296296296296,0.745098039215686,0.745098039215686,0.773584905660377,0.75
"PRRC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCDC138",0.5,0.166666666666667,0.285714285714286,0,0.111111111111111,0.444444444444444,0.285714285714286,0.875,0.333333333333333,0.37037037037037,0.358490566037736,0.388888888888889,0.392156862745098,0.333333333333333,0.358490566037736,0.269230769230769
"CCDC42",0.666666666666667,0.666666666666667,0.857142857142857,0.166666666666667,0.555555555555556,0.666666666666667,0.428571428571429,0.5,0.537037037037037,0.537037037037037,0.509433962264151,0.592592592592593,0.549019607843137,0.529411764705882,0.566037735849057,0.557692307692308
"FGD4",0.166666666666667,0.333333333333333,0,0.166666666666667,0.111111111111111,0.222222222222222,0,0,0.111111111111111,0.0925925925925926,0.132075471698113,0.111111111111111,0.117647058823529,0.0980392156862745,0.132075471698113,0.134615384615385
"DRC1",0.5,0.666666666666667,0.857142857142857,0.166666666666667,0.555555555555556,0.666666666666667,0.714285714285714,0.875,0.666666666666667,0.648148148148148,0.622641509433962,0.703703703703704,0.666666666666667,0.647058823529412,0.641509433962264,0.615384615384615
"C9orf85",0.666666666666667,0.666666666666667,0.571428571428571,0.666666666666667,0.333333333333333,0.555555555555556,0.571428571428571,0.5,0.537037037037037,0.537037037037037,0.547169811320755,0.537037037037037,0.588235294117647,0.549019607843137,0.547169811320755,0.557692307692308
"FBXL18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF512",0.833333333333333,1,0.571428571428571,0.5,0.666666666666667,0.888888888888889,0.857142857142857,0.75,0.759259259259259,0.740740740740741,0.792452830188679,0.796296296296296,0.784313725490196,0.745098039215686,0.754716981132076,0.769230769230769
"NSMCE2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JSRP1",1,1,0.857142857142857,0.833333333333333,1,0.888888888888889,1,1,0.944444444444444,0.944444444444444,0.962264150943396,0.962962962962963,0.941176470588235,0.96078431372549,0.943396226415094,0.942307692307692
"NDNL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCMTD1",1,1,1,0.5,0.888888888888889,0.555555555555556,0.571428571428571,0.5,0.703703703703704,0.703703703703704,0.69811320754717,0.759259259259259,0.705882352941177,0.764705882352941,0.754716981132076,0.769230769230769
"HEXIM2",0.166666666666667,0.333333333333333,0.142857142857143,0.166666666666667,0.111111111111111,0.222222222222222,0,0.375,0.185185185185185,0.166666666666667,0.188679245283019,0.185185185185185,0.196078431372549,0.176470588235294,0.207547169811321,0.153846153846154
"TMEM68",1,1,1,1,0.888888888888889,1,1,0.875,0.962962962962963,0.962962962962963,0.962264150943396,0.962962962962963,0.980392156862745,0.96078431372549,0.962264150943396,0.980769230769231
"HS6ST2",1,1,0.571428571428571,1,0.555555555555556,1,1,0.875,0.851851851851852,0.851851851851852,0.905660377358491,0.851851851851852,0.92156862745098,0.843137254901961,0.849056603773585,0.865384615384615
"TCEANC2",0.333333333333333,0.166666666666667,0,0,0,0.111111111111111,0.142857142857143,0.125,0.0740740740740741,0.0925925925925926,0.113207547169811,0.111111111111111,0.117647058823529,0.0980392156862745,0.0943396226415094,0.0961538461538462
"KCTD7",0.333333333333333,0.166666666666667,1,0.666666666666667,0.333333333333333,0.222222222222222,0.714285714285714,0.25,0.444444444444444,0.462962962962963,0.358490566037736,0.407407407407407,0.450980392156863,0.470588235294118,0.39622641509434,0.461538461538462
"CEP63",0.5,0.666666666666667,0.428571428571429,0.5,0.888888888888889,0.555555555555556,0.428571428571429,0.5,0.592592592592593,0.574074074074074,0.60377358490566,0.592592592592593,0.529411764705882,0.588235294117647,0.60377358490566,0.596153846153846
"YTHDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCDC43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WDR92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOL4L",0.166666666666667,0.166666666666667,0,0,0.333333333333333,0.333333333333333,0,0,0.12962962962963,0.12962962962963,0.150943396226415,0.148148148148148,0.0980392156862745,0.0980392156862745,0.150943396226415,0.153846153846154
"VSTM2L",1,1,0.857142857142857,0.5,1,0.888888888888889,1,1,0.888888888888889,0.888888888888889,0.905660377358491,0.944444444444444,0.882352941176471,0.901960784313726,0.886792452830189,0.884615384615385
"SPATA33",0,0,0,0.166666666666667,0.333333333333333,0.111111111111111,0,0,0.0925925925925926,0.0925925925925926,0.0943396226415094,0.0740740740740741,0.0392156862745098,0.0784313725490196,0.0943396226415094,0.0961538461538462
"C7orf26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAKMIP1",0.166666666666667,0.333333333333333,0.857142857142857,0.333333333333333,0.333333333333333,0.444444444444444,0.714285714285714,0.375,0.481481481481481,0.462962962962963,0.39622641509434,0.462962962962963,0.470588235294118,0.450980392156863,0.415094339622642,0.461538461538462
"ENTHD2",0.5,0.333333333333333,0.142857142857143,0,0,0.333333333333333,0.571428571428571,0.25,0.240740740740741,0.259259259259259,0.283018867924528,0.296296296296296,0.313725490196078,0.254901960784314,0.226415094339623,0.269230769230769
"TTC14",0,0,0,0,0.222222222222222,0.111111111111111,0,0.375,0.111111111111111,0.111111111111111,0.113207547169811,0.111111111111111,0.0784313725490196,0.0980392156862745,0.113207547169811,0.0576923076923077
"PWWP2A",0,0.5,0,0.333333333333333,0.333333333333333,0.222222222222222,0,0.375,0.240740740740741,0.185185185185185,0.245283018867925,0.203703703703704,0.196078431372549,0.215686274509804,0.245283018867925,0.192307692307692
"MBOAT7",0.5,0.666666666666667,0.571428571428571,0.5,0.333333333333333,0.555555555555556,0.142857142857143,0.5,0.462962962962963,0.444444444444444,0.452830188679245,0.462962962962963,0.490196078431373,0.450980392156863,0.509433962264151,0.461538461538462
"DOCK7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPATA13",0.833333333333333,1,0.714285714285714,0.666666666666667,0.333333333333333,0.777777777777778,1,1,0.759259259259259,0.740740740740741,0.773584905660377,0.777777777777778,0.843137254901961,0.764705882352941,0.735849056603774,0.730769230769231
"RILP",0.666666666666667,1,0.285714285714286,0.333333333333333,0.777777777777778,0.777777777777778,0.714285714285714,0.5,0.62962962962963,0.592592592592593,0.679245283018868,0.666666666666667,0.607843137254902,0.607843137254902,0.622641509433962,0.653846153846154
"FOPNL",0,0,0,0,0,0.111111111111111,0,0,0.0185185185185185,0.0185185185185185,0.0188679245283019,0.0185185185185185,0.0196078431372549,0,0.0188679245283019,0.0192307692307692
"SFXN2",0.833333333333333,0.833333333333333,0.857142857142857,0.666666666666667,0.888888888888889,0.888888888888889,1,0.875,0.87037037037037,0.87037037037037,0.867924528301887,0.888888888888889,0.862745098039216,0.862745098039216,0.849056603773585,0.865384615384615
"ZNF830",0,0,0,0,0.111111111111111,0,0,0,0.0185185185185185,0.0185185185185185,0.0188679245283019,0.0185185185185185,0,0.0196078431372549,0.0188679245283019,0.0192307692307692
"ZMAT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM210A",0.666666666666667,0.833333333333333,0.428571428571429,0.5,0.222222222222222,0.555555555555556,0.285714285714286,0.5,0.481481481481481,0.462962962962963,0.509433962264151,0.5,0.549019607843137,0.490196078431373,0.528301886792453,0.5
"FRMD6",0.166666666666667,0,0.142857142857143,0.333333333333333,0,0,0.285714285714286,0,0.0925925925925926,0.111111111111111,0.0943396226415094,0.0740740740740741,0.117647058823529,0.117647058823529,0.0754716981132075,0.115384615384615
"TBC1D32",0.666666666666667,0.833333333333333,0.714285714285714,0.5,0.777777777777778,0.666666666666667,0.428571428571429,0.875,0.685185185185185,0.666666666666667,0.679245283018868,0.703703703703704,0.666666666666667,0.686274509803922,0.716981132075472,0.653846153846154
"ZFP3",0.833333333333333,0.833333333333333,0.428571428571429,0.333333333333333,0.666666666666667,0.666666666666667,0.571428571428571,0.75,0.592592592592593,0.592592592592593,0.641509433962264,0.648148148148148,0.607843137254902,0.607843137254902,0.622641509433962,0.596153846153846
"SCLT1",0.5,0.166666666666667,0.428571428571429,0.333333333333333,0.333333333333333,0.222222222222222,0.285714285714286,0.5,0.333333333333333,0.37037037037037,0.339622641509434,0.351851851851852,0.352941176470588,0.372549019607843,0.358490566037736,0.326923076923077
"C8orf37",0.833333333333333,1,0.571428571428571,0.833333333333333,0.888888888888889,0.444444444444444,0.571428571428571,0.75,0.685185185185185,0.666666666666667,0.716981132075472,0.685185185185185,0.666666666666667,0.745098039215686,0.716981132075472,0.692307692307692
"TOX2",0.666666666666667,0.666666666666667,0.857142857142857,1,0.888888888888889,0.777777777777778,1,1,0.888888888888889,0.888888888888889,0.867924528301887,0.851851851851852,0.862745098039216,0.882352941176471,0.849056603773585,0.846153846153846
"CCDC115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P1L5",0.333333333333333,0.166666666666667,0.285714285714286,0,0,0.111111111111111,0.142857142857143,0.25,0.148148148148148,0.166666666666667,0.150943396226415,0.185185185185185,0.196078431372549,0.176470588235294,0.169811320754717,0.153846153846154
"SAMD11",0.666666666666667,0.5,0.714285714285714,0.5,0.777777777777778,0.333333333333333,0.714285714285714,0.75,0.611111111111111,0.62962962962963,0.60377358490566,0.62962962962963,0.588235294117647,0.666666666666667,0.60377358490566,0.596153846153846
"ANKRD27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLIC6",0,0,0.142857142857143,0.5,0.333333333333333,0.111111111111111,0.142857142857143,0.25,0.222222222222222,0.222222222222222,0.207547169811321,0.166666666666667,0.176470588235294,0.215686274509804,0.207547169811321,0.192307692307692
"PVRL4",0.5,1,0.428571428571429,0.666666666666667,0.666666666666667,0.777777777777778,0.571428571428571,0.875,0.722222222222222,0.666666666666667,0.735849056603774,0.703703703703704,0.705882352941177,0.686274509803922,0.716981132075472,0.673076923076923
"MUS81",0.666666666666667,0.666666666666667,0.285714285714286,0.333333333333333,0.555555555555556,0.666666666666667,0.714285714285714,1,0.611111111111111,0.611111111111111,0.660377358490566,0.648148148148148,0.627450980392157,0.607843137254902,0.60377358490566,0.557692307692308
"PRAP1",1,1,0.714285714285714,1,1,1,1,1,0.962962962962963,0.962962962962963,1,0.962962962962963,0.96078431372549,0.96078431372549,0.962264150943396,0.961538461538462
"NSUN5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPRD1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGAP3",0,0,0,0.166666666666667,0,0,0,0,0.0185185185185185,0.0185185185185185,0.0188679245283019,0,0.0196078431372549,0.0196078431372549,0.0188679245283019,0.0192307692307692
"ARAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACAP3",0.333333333333333,0,0.285714285714286,0,0.111111111111111,0,0.428571428571429,0.375,0.185185185185185,0.222222222222222,0.188679245283019,0.222222222222222,0.215686274509804,0.235294117647059,0.169811320754717,0.173076923076923
"WDFY2",0,0,0.285714285714286,0,0.222222222222222,0.222222222222222,0.142857142857143,0.5,0.222222222222222,0.222222222222222,0.188679245283019,0.222222222222222,0.196078431372549,0.196078431372549,0.207547169811321,0.153846153846154
"IPO9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AP1S3",0.333333333333333,0.333333333333333,0,1,0.333333333333333,0,0,0.25,0.240740740740741,0.240740740740741,0.283018867924528,0.166666666666667,0.235294117647059,0.294117647058824,0.283018867924528,0.25
"MIA2",0,0,0.142857142857143,0,0,0,0.142857142857143,0,0.037037037037037,0.037037037037037,0.0188679245283019,0.037037037037037,0.0392156862745098,0.0392156862745098,0.0188679245283019,0.0384615384615385
"DCBLD2",0.5,0.166666666666667,0.428571428571429,1,0.666666666666667,0.444444444444444,0.857142857142857,0.25,0.537037037037037,0.574074074074074,0.547169811320755,0.481481481481481,0.509803921568627,0.549019607843137,0.490566037735849,0.576923076923077
"ARHGEF17",0,0,0,0.333333333333333,0,0,0,0,0.037037037037037,0.037037037037037,0.0377358490566038,0,0.0392156862745098,0.0392156862745098,0.0377358490566038,0.0384615384615385
"INPP4A",0,0,0.285714285714286,0,0,0,0,0,0.037037037037037,0.037037037037037,0,0.037037037037037,0.0392156862745098,0.0392156862745098,0.0377358490566038,0.0384615384615385
"MCEE",0.5,0.5,0.285714285714286,0,0.333333333333333,0.444444444444444,0.571428571428571,0.625,0.388888888888889,0.388888888888889,0.415094339622642,0.444444444444444,0.411764705882353,0.392156862745098,0.377358490566038,0.365384615384615
"RBM14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERMAP",1,0.833333333333333,0.571428571428571,0.833333333333333,1,0.888888888888889,1,1,0.888888888888889,0.907407407407407,0.943396226415094,0.907407407407407,0.882352941176471,0.901960784313726,0.886792452830189,0.884615384615385
"RCHY1",0,0,0,0,0,0.111111111111111,0,0,0.0185185185185185,0.0185185185185185,0.0188679245283019,0.0185185185185185,0.0196078431372549,0,0.0188679245283019,0.0192307692307692
"ZNF385A",0.666666666666667,0.666666666666667,0.285714285714286,0.166666666666667,0.333333333333333,0.333333333333333,0.142857142857143,0.25,0.296296296296296,0.296296296296296,0.339622641509434,0.351851851851852,0.333333333333333,0.333333333333333,0.358490566037736,0.346153846153846
"TRERF1",0.5,0.833333333333333,0.285714285714286,0.333333333333333,0.555555555555556,0.333333333333333,0.571428571428571,0.375,0.462962962962963,0.425925925925926,0.490566037735849,0.481481481481481,0.450980392156863,0.490196078431373,0.452830188679245,0.480769230769231
"GBP5",0.333333333333333,0,0.428571428571429,0.5,0.666666666666667,0.333333333333333,0.285714285714286,0.625,0.444444444444444,0.481481481481481,0.433962264150943,0.425925925925926,0.392156862745098,0.450980392156863,0.452830188679245,0.403846153846154
"GBP4",0.5,0.333333333333333,0.428571428571429,0.5,0.555555555555556,0.444444444444444,0.428571428571429,0.625,0.481481481481481,0.5,0.490566037735849,0.481481481481481,0.470588235294118,0.490196078431373,0.490566037735849,0.461538461538462
"SORCS2",0.666666666666667,0.833333333333333,0.714285714285714,0.833333333333333,0.555555555555556,0.666666666666667,0.428571428571429,0.375,0.62962962962963,0.611111111111111,0.622641509433962,0.611111111111111,0.647058823529412,0.627450980392157,0.660377358490566,0.673076923076923
"KLHL5",0.666666666666667,0.666666666666667,1,1,0.777777777777778,0.666666666666667,1,0.875,0.851851851851852,0.851851851851852,0.811320754716981,0.814814814814815,0.843137254901961,0.862745098039216,0.811320754716981,0.826923076923077
"UHRF2",0,0.166666666666667,0,0,0,0.333333333333333,0,0.125,0.0925925925925926,0.0740740740740741,0.0943396226415094,0.0925925925925926,0.0980392156862745,0.0392156862745098,0.0943396226415094,0.0769230769230769
"NEDD4L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QKI",0,0,0.142857142857143,0,0,0,0,0,0.0185185185185185,0.0185185185185185,0,0.0185185185185185,0.0196078431372549,0.0196078431372549,0.0188679245283019,0.0192307692307692
"LENG8",0,0,0,0,0,0,0,0.125,0.0185185185185185,0.0185185185185185,0.0188679245283019,0.0185185185185185,0.0196078431372549,0.0196078431372549,0.0188679245283019,0
"FAM193B",0.5,0.833333333333333,0.571428571428571,0.833333333333333,0.666666666666667,0.555555555555556,0.428571428571429,0.625,0.648148148148148,0.611111111111111,0.641509433962264,0.611111111111111,0.627450980392157,0.647058823529412,0.660377358490566,0.634615384615385
"PLEKHG4B",0.5,0.833333333333333,0.285714285714286,0.5,0.666666666666667,0.222222222222222,0.285714285714286,0.375,0.425925925925926,0.388888888888889,0.452830188679245,0.425925925925926,0.392156862745098,0.470588235294118,0.452830188679245,0.442307692307692
"FMNL2",0.166666666666667,0,0,0.166666666666667,0,0,0,0,0.0185185185185185,0.037037037037037,0.0377358490566038,0.0185185185185185,0.0392156862745098,0.0392156862745098,0.0377358490566038,0.0384615384615385
"NEK1",0.166666666666667,0,0.142857142857143,0.166666666666667,0.111111111111111,0.111111111111111,0.142857142857143,0.125,0.111111111111111,0.12962962962963,0.113207547169811,0.111111111111111,0.117647058823529,0.117647058823529,0.113207547169811,0.115384615384615
"PUS7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM111A",0,0,0,0,0,0.222222222222222,0.142857142857143,0,0.0555555555555556,0.0555555555555556,0.0566037735849057,0.0555555555555556,0.0588235294117647,0.0196078431372549,0.0377358490566038,0.0576923076923077
"TRAPPC9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLIN4",0.5,0.833333333333333,0.285714285714286,0.166666666666667,0.333333333333333,0.555555555555556,0.571428571428571,0.125,0.407407407407407,0.37037037037037,0.433962264150943,0.444444444444444,0.431372549019608,0.392156862745098,0.39622641509434,0.461538461538462
"BTBD9",0,0.166666666666667,0.428571428571429,0.666666666666667,0.333333333333333,0.444444444444444,0.857142857142857,0.5,0.481481481481481,0.462962962962963,0.433962264150943,0.407407407407407,0.450980392156863,0.431372549019608,0.377358490566038,0.423076923076923
"TRNT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALS2",0.333333333333333,0.166666666666667,0.142857142857143,0.166666666666667,0.111111111111111,0.333333333333333,0,0.125,0.185185185185185,0.203703703703704,0.207547169811321,0.203703703703704,0.215686274509804,0.176470588235294,0.226415094339623,0.211538461538462
"TMEM237",1,0.833333333333333,0.714285714285714,0.833333333333333,0.777777777777778,0.777777777777778,0.857142857142857,0.875,0.814814814814815,0.833333333333333,0.849056603773585,0.833333333333333,0.843137254901961,0.843137254901961,0.830188679245283,0.826923076923077
"DERL3",1,1,0.571428571428571,1,1,0.888888888888889,1,0.75,0.87037037037037,0.87037037037037,0.924528301886792,0.87037037037037,0.862745098039216,0.882352941176471,0.867924528301887,0.903846153846154
"ALKBH3",0,0.166666666666667,0.142857142857143,0,0,0.333333333333333,0.428571428571429,0.125,0.166666666666667,0.148148148148148,0.150943396226415,0.166666666666667,0.176470588235294,0.117647058823529,0.113207547169811,0.153846153846154
"KIF20B",0.166666666666667,0,0,0,0,0,0.285714285714286,0.25,0.0740740740740741,0.0925925925925926,0.0943396226415094,0.0925925925925926,0.0980392156862745,0.0980392156862745,0.0566037735849057,0.0576923076923077
"GSDMA",0.666666666666667,0.666666666666667,0.571428571428571,0.666666666666667,0.777777777777778,0.666666666666667,0.714285714285714,0.75,0.703703703703704,0.703703703703704,0.716981132075472,0.703703703703704,0.686274509803922,0.705882352941177,0.69811320754717,0.692307692307692
"DLC1",0.5,0.666666666666667,0.428571428571429,0.833333333333333,0.555555555555556,0.444444444444444,0.285714285714286,0.25,0.481481481481481,0.462962962962963,0.490566037735849,0.444444444444444,0.470588235294118,0.490196078431373,0.509433962264151,0.519230769230769
"PPP1R10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEPDC7",0.5,0.666666666666667,0.285714285714286,0.5,0.444444444444444,0.666666666666667,0.285714285714286,0.375,0.462962962962963,0.444444444444444,0.490566037735849,0.462962962962963,0.470588235294118,0.431372549019608,0.490566037735849,0.480769230769231
"SLC38A2",0.166666666666667,0.333333333333333,0,0,0.444444444444444,0,0.285714285714286,0.625,0.240740740740741,0.222222222222222,0.264150943396226,0.259259259259259,0.196078431372549,0.274509803921569,0.226415094339623,0.173076923076923
"FYTTD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC2A13",1,0.833333333333333,0.571428571428571,0.666666666666667,0.444444444444444,0.555555555555556,0.571428571428571,0.625,0.592592592592593,0.611111111111111,0.641509433962264,0.62962962962963,0.666666666666667,0.647058823529412,0.641509433962264,0.634615384615385
"ATAD5",0.833333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.111111111111111,0.428571428571429,0.375,0.259259259259259,0.314814814814815,0.358490566037736,0.314814814814815,0.313725490196078,0.352941176470588,0.30188679245283,0.307692307692308
"TEFM",0.5,0.5,0.571428571428571,0.333333333333333,0.555555555555556,0.333333333333333,0.428571428571429,0.5,0.444444444444444,0.444444444444444,0.433962264150943,0.462962962962963,0.431372549019608,0.470588235294118,0.452830188679245,0.442307692307692
"RAB3IP",0.166666666666667,0.333333333333333,0,0.166666666666667,0.777777777777778,0,0,0,0.185185185185185,0.166666666666667,0.207547169811321,0.185185185185185,0.0784313725490196,0.215686274509804,0.207547169811321,0.211538461538462
"MTMR9",0,0,0,0.166666666666667,0,0,0,0,0.0185185185185185,0.0185185185185185,0.0188679245283019,0,0.0196078431372549,0.0196078431372549,0.0188679245283019,0.0192307692307692
"PRAM1",0.833333333333333,0.666666666666667,0.857142857142857,0.666666666666667,0.888888888888889,0.888888888888889,0.428571428571429,0.625,0.740740740740741,0.759259259259259,0.735849056603774,0.759259259259259,0.725490196078431,0.725490196078431,0.792452830188679,0.769230769230769
"VPS35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALPK1",0.5,0.333333333333333,0.714285714285714,0.166666666666667,0.666666666666667,0.555555555555556,0.285714285714286,0.125,0.444444444444444,0.462962962962963,0.415094339622642,0.481481481481481,0.411764705882353,0.431372549019608,0.471698113207547,0.5
"PURB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHF12",0.166666666666667,0,0,0,0.111111111111111,0.222222222222222,0,0,0.0555555555555556,0.0740740740740741,0.0754716981132075,0.0740740740740741,0.0588235294117647,0.0392156862745098,0.0754716981132075,0.0769230769230769
"ACCS",0.666666666666667,0.666666666666667,0.857142857142857,0.666666666666667,0.777777777777778,0.666666666666667,0.571428571428571,0.625,0.703703703703704,0.703703703703704,0.679245283018868,0.703703703703704,0.686274509803922,0.705882352941177,0.716981132075472,0.711538461538462
"XPO6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAGI1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RBP7",0.666666666666667,0.833333333333333,0.857142857142857,1,0.777777777777778,0.555555555555556,0.142857142857143,0.5,0.648148148148148,0.62962962962963,0.622641509433962,0.611111111111111,0.627450980392157,0.666666666666667,0.716981132075472,0.673076923076923
"SPAG5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR4K3",1,1,1,0.833333333333333,1,1,1,1,0.981481481481482,0.981481481481482,0.981132075471698,1,0.980392156862745,0.980392156862745,0.981132075471698,0.980769230769231
"PANX1",0.833333333333333,0.333333333333333,0.714285714285714,0.333333333333333,0.555555555555556,0.777777777777778,0.714285714285714,0.5,0.592592592592593,0.648148148148148,0.60377358490566,0.648148148148148,0.627450980392157,0.588235294117647,0.60377358490566,0.634615384615385
"CC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNX18",0,0,0.142857142857143,0.333333333333333,0,0,0,0,0.0555555555555556,0.0555555555555556,0.0377358490566038,0.0185185185185185,0.0588235294117647,0.0588235294117647,0.0566037735849057,0.0576923076923077
"PASK",0,0,0,0,0,0.111111111111111,0.142857142857143,0,0.037037037037037,0.037037037037037,0.0377358490566038,0.037037037037037,0.0392156862745098,0.0196078431372549,0.0188679245283019,0.0384615384615385
"CIC",0,0,0,0.166666666666667,0,0.111111111111111,0,0,0.0555555555555556,0.0555555555555556,0.0566037735849057,0.037037037037037,0.0588235294117647,0.0392156862745098,0.0566037735849057,0.0576923076923077
"CITED4",0,0.333333333333333,1,0.833333333333333,0.777777777777778,0.555555555555556,0.428571428571429,0.625,0.666666666666667,0.62962962962963,0.547169811320755,0.574074074074074,0.568627450980392,0.607843137254902,0.622641509433962,0.596153846153846
"UIMC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VPS13A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MED15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GFM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERGIC2",0.166666666666667,0.166666666666667,0,0.166666666666667,0.111111111111111,0,0.285714285714286,0.375,0.148148148148148,0.148148148148148,0.169811320754717,0.148148148148148,0.156862745098039,0.176470588235294,0.132075471698113,0.115384615384615
"MCCC1",0,0,0,0,0,0.111111111111111,0,0,0.0185185185185185,0.0185185185185185,0.0188679245283019,0.0185185185185185,0.0196078431372549,0,0.0188679245283019,0.0192307692307692
"IL4I1",0.5,0.666666666666667,0.714285714285714,0.5,0.444444444444444,0.666666666666667,0.285714285714286,0.25,0.481481481481481,0.462962962962963,0.452830188679245,0.481481481481481,0.490196078431373,0.450980392156863,0.509433962264151,0.519230769230769
"PEO1",0,0.166666666666667,0.285714285714286,0.166666666666667,0,0.111111111111111,0.142857142857143,0,0.111111111111111,0.0925925925925926,0.0754716981132075,0.0925925925925926,0.117647058823529,0.0980392156862745,0.0943396226415094,0.115384615384615
"CAMKK2",0.166666666666667,0.166666666666667,0,0,0.111111111111111,0,0,0,0.037037037037037,0.037037037037037,0.0566037735849057,0.0555555555555556,0.0392156862745098,0.0588235294117647,0.0566037735849057,0.0576923076923077
"TGS1",0,0,0,0,0,0.111111111111111,0,0,0.0185185185185185,0.0185185185185185,0.0188679245283019,0.0185185185185185,0.0196078431372549,0,0.0188679245283019,0.0192307692307692
"NUDCD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
