"","Breast","CNS","Colon","Leukemia","Melanoma","Non-Small Cell Lung","Ovarian","Renal"
"RASGRF2",1,1,0.714285714285714,1,1,0.888888888888889,1,0.875
"SCAMP3",0,0,0,0,0,0,0,0
"PHYH",0.166666666666667,0.5,0.142857142857143,0.833333333333333,0.555555555555556,0,0.428571428571429,0.125
"OPLAH",0,0.166666666666667,0,0,0,0.111111111111111,0,0.125
"BACH1",0,0.333333333333333,0.142857142857143,0,0,0,0,0
"BCKDK",0,0.333333333333333,0,0,0,0.111111111111111,0.142857142857143,0.125
"IFIT3",0.166666666666667,0,0.142857142857143,0,0,0.111111111111111,0.142857142857143,0
"MGST3",0.666666666666667,0.666666666666667,0.571428571428571,0.5,0.222222222222222,0.555555555555556,0.571428571428571,0.75
"GEMIN2",0,0,0,0,0,0,0,0
"IRF6",0.5,0.833333333333333,0,1,0.777777777777778,0.777777777777778,0.428571428571429,0.625
"TAX1BP3",0,0,0,0.166666666666667,0,0,0,0
"GIPC1",0,0,0,0,0,0,0,0
"LIN7A",0.166666666666667,0,0.714285714285714,0.666666666666667,0.444444444444444,0.333333333333333,0.142857142857143,0
"IKBKB",0,0,0,0,0,0,0,0
"RGS12",0.5,0.833333333333333,0.857142857142857,0.5,0.666666666666667,1,0.428571428571429,0.625
"TIMM23",1,0.833333333333333,0.571428571428571,0.333333333333333,0.777777777777778,0.666666666666667,0.857142857142857,0.875
"HAT1",0,0,0,0,0,0,0,0
"UBE2L6",0,0,0.142857142857143,0,0,0,0.142857142857143,0
"CASK",0,0,0,0,0,0,0,0
"PLD2",0.666666666666667,1,0.857142857142857,0.666666666666667,0.444444444444444,0.555555555555556,1,0.625
"UQCRQ",0.333333333333333,0.166666666666667,0.142857142857143,0,0,0.333333333333333,0.142857142857143,0.5
"MYL12A",0,0,0,0,0,0,0,0
"UQCR11",0.833333333333333,0.666666666666667,0.714285714285714,0.5,0.555555555555556,0.777777777777778,0.857142857142857,0.625
"HGS",0,0,0,0,0,0,0,0
"AURKA",0,0,0,0,0,0.111111111111111,0,0
"DSCR3",0,0,0.142857142857143,0,0,0,0.142857142857143,0
"PPP1R12A",0,0,0,0,0,0,0,0
"SLC27A2",0.5,0.333333333333333,0.142857142857143,0.333333333333333,0.555555555555556,0.333333333333333,0.285714285714286,0.75
"GAK",0,0,0,0,0,0,0,0
"HNRNPDL",0,0,0,0,0,0,0,0
"XPO1",0,0,0,0,0,0,0,0
"BTAF1",0,0,0,0,0,0,0,0
"ATP2A1",1,1,1,1,0.888888888888889,1,1,1
"PIP5K1B",1,1,0.714285714285714,1,1,1,1,1
"ARHGEF10",0,0,0,0.333333333333333,0,0,0,0
"ZNF609",0,0,0,0,0,0,0,0
"SPTBN2",0,0,0,0,0,0,0,0
"MAST4",0.333333333333333,0.333333333333333,0.285714285714286,0.166666666666667,0.666666666666667,0.555555555555556,0.285714285714286,0.5
"SEC16A",1,0.833333333333333,1,1,1,1,1,1
"PLXNB2",0,0,0,0.166666666666667,0,0,0,0
"RIMBP2",1,1,0.857142857142857,1,1,0.888888888888889,0.857142857142857,1
"KHNYN",0,0.166666666666667,0,0.166666666666667,0.111111111111111,0,0,0
"TECPR2",0.166666666666667,0.166666666666667,0.428571428571429,0.5,0.111111111111111,0.111111111111111,0.142857142857143,0.25
"SEMA3E",0.666666666666667,0.666666666666667,1,1,1,0.777777777777778,0.571428571428571,0.625
"U2SURP",0,0,0,0,0,0,0,0
"SETD1A",0,0,0,0,0,0,0,0
"N4BP3",0.5,0.5,0.714285714285714,0.666666666666667,0.444444444444444,0.555555555555556,0.428571428571429,0.625
"PER2",0,0,0,0,0,0.111111111111111,0,0.25
"SYNJ2",0,0,0,0,0.333333333333333,0.111111111111111,0,0
"SYNM",0,0,0.142857142857143,0,0.111111111111111,0,0,0
"KIAA0355",0.166666666666667,0,0.142857142857143,0.5,0.111111111111111,0.222222222222222,0.142857142857143,0.125
"KIF3B",0,0,0,0,0,0,0,0
"PFAS",0,0,0,0,0,0,0,0
"CAD",1,0.5,0.857142857142857,1,1,0.666666666666667,1,0.75
"DCLK1",0.166666666666667,0.166666666666667,0.571428571428571,0.166666666666667,0.222222222222222,0.111111111111111,0.142857142857143,0.125
"CEP290",0,0,0.142857142857143,0.166666666666667,0,0,0.142857142857143,0.25
"ERC2",0.666666666666667,0.166666666666667,0.428571428571429,0.333333333333333,0.333333333333333,0.555555555555556,0.285714285714286,0.125
"ANKRD28",0,0,0,0,0,0.333333333333333,0,0
"ARHGEF11",1,1,1,1,0.888888888888889,1,1,1
"KIAA0391",0,0,0,0,0,0,0,0
"CHUK",0,0,0,0,0,0,0.142857142857143,0
"LSM1",0,0,0,0,0,0,0,0
"FYB",0.5,0.5,0.142857142857143,0.333333333333333,0.111111111111111,0.222222222222222,0.571428571428571,0.375
"NPC1",0.166666666666667,0.166666666666667,0.285714285714286,0.166666666666667,0.333333333333333,0.111111111111111,0.428571428571429,0.25
"TBX3",0.166666666666667,0.166666666666667,0.142857142857143,0.833333333333333,0.222222222222222,0.444444444444444,0.714285714285714,0.375
"DEGS1",1,1,1,1,1,1,1,0.875
"SCAMP1",0,0,0,0,0,0,0,0
"SCAMP2",0,0,0,0,0,0,0,0.125
"KP5",0.833333333333333,1,0.857142857142857,0.666666666666667,1,0.888888888888889,0.714285714285714,1
"ARPC1B",0,0,0,0,0,0,0,0
"ARPC2",0,0,0,0,0,0,0,0
"ARPC3",0,0,0,0,0,0,0,0
"MDM4",0.5,0.833333333333333,0.142857142857143,0.333333333333333,0.111111111111111,0.444444444444444,0.571428571428571,0.125
"BET1",0.5,0.833333333333333,0.142857142857143,0.5,0.333333333333333,0.333333333333333,0.428571428571429,0.5
"ZBTB7B",0.166666666666667,0.166666666666667,0,0.333333333333333,0.444444444444444,0.222222222222222,0.142857142857143,0.375
"POLR1C",0,0,0,0,0,0,0,0
"PLSCR1",0.5,0.833333333333333,0.714285714285714,0.333333333333333,0.444444444444444,0.555555555555556,0.857142857142857,0.875
"TRIM24",0,0,0,0,0,0,0,0
"LDLRAD4",1,1,0.857142857142857,0.833333333333333,0.888888888888889,1,1,1
"AXIN1",0.166666666666667,0.333333333333333,0,0.166666666666667,0,0.111111111111111,0,0
"PGRMC2",0,0,0,0.166666666666667,0,0,0.142857142857143,0.125
"T",0.833333333333333,0.833333333333333,1,1,1,0.888888888888889,1,0.75
"CETN3",0,0,0,0,0,0,0.142857142857143,0
"VILL",0.666666666666667,0.333333333333333,0.285714285714286,0.166666666666667,0.222222222222222,0,0.428571428571429,0.125
"EPHB6",1,0.833333333333333,0.714285714285714,0.666666666666667,1,0.777777777777778,1,0.875
"RGL2",0,0,0,0,0,0,0,0
"PFDN6",0,0,0,0,0,0,0,0
"WDR46",0,0,0,0,0,0,0,0
"NKRF",0,0,0,0,0,0,0,0
"GNPAT",0.333333333333333,0.166666666666667,0.142857142857143,0,0.111111111111111,0.111111111111111,0.285714285714286,0.125
"KMO",1,1,0.857142857142857,1,1,1,1,0.875
"LAMA5",0,0,0,0.333333333333333,0,0,0,0
"ZNF185",0.333333333333333,0,0,0.333333333333333,0,0,0,0
"CASC3",0,0,0,0,0,0,0,0
"MRPS12",0.166666666666667,0.333333333333333,0,0.166666666666667,0.111111111111111,0,0,0
"VGF",0.333333333333333,0.666666666666667,0.285714285714286,0.166666666666667,0,0.333333333333333,0.428571428571429,0.375
"LEPROT",1,1,1,0.5,0.666666666666667,1,0.857142857142857,1
"CLIC2",0.333333333333333,0.5,0.571428571428571,0.666666666666667,0.555555555555556,0.444444444444444,0.285714285714286,0.25
"ACOX3",0,0,0,0,0,0,0,0
"RER1",0,0,0,0,0,0,0,0
"SURF4",0,0,0,0,0,0,0,0
"MAPK13",0.166666666666667,0.5,0,0,0.222222222222222,0.111111111111111,0,0.125
"ATXN7",0.333333333333333,0.333333333333333,0.571428571428571,0.5,0,0.555555555555556,0.571428571428571,0.625
"SPTLC1",0,0,0,0,0,0,0,0
"SPTLC2",0,0,0,0,0,0,0,0
"FANCG",0.333333333333333,0.333333333333333,0.428571428571429,0.5,0.666666666666667,0.444444444444444,0.714285714285714,0.625
"OGT",0,0,0,0,0,0,0,0
"PPM1D",0.666666666666667,1,0.285714285714286,0.333333333333333,0.888888888888889,0.888888888888889,0.857142857142857,0.75
"SIVA1",0.166666666666667,0.333333333333333,0.285714285714286,0.166666666666667,0.111111111111111,0.222222222222222,0.285714285714286,0.25
"PMM2",0,0,0,0,0,0,0,0
"POLR3G",0.166666666666667,0.333333333333333,0.285714285714286,0.166666666666667,0.111111111111111,0.444444444444444,0.571428571428571,0.625
"TM9SF1",0.333333333333333,0,0.428571428571429,0.166666666666667,0.222222222222222,0.222222222222222,0.142857142857143,0.625
"INPP4B",0,0,0,0.166666666666667,0.111111111111111,0.111111111111111,0,0
"MID1",0,0,0,0,0,0,0.285714285714286,0
"HMGB3",0,0,0,0,0,0,0,0
"TP73",0.5,0.5,0.571428571428571,0.666666666666667,0.777777777777778,0.888888888888889,0.857142857142857,0.625
"PPM1G",0,0,0,0,0,0,0,0
"INPPL1",0,0,0,0,0,0,0,0
"FANCA",0.666666666666667,0.833333333333333,0.857142857142857,0.833333333333333,0.666666666666667,0.444444444444444,0.714285714285714,0.5
"EIF3D",0,0,0,0,0,0,0,0
"EIF3H",0,0,0,0,0,0,0,0
"HDAC3",0,0,0,0,0,0,0,0
"NVL",0,0,0,0,0,0,0,0
"BCAT2",0,0,0,0,0,0,0,0
"BIRC5",0,0,0,0,0.111111111111111,0,0,0
"TMPRSS2",1,1,0.714285714285714,1,1,1,1,1
"NCAM2",0.5,1,0.857142857142857,1,0.777777777777778,0.555555555555556,0.714285714285714,0.875
"IPO8",0,0,0,0,0,0,0,0
"STX7",0,0,0,0,0,0.111111111111111,0.142857142857143,0
"SLC16A6",0.666666666666667,0.833333333333333,0.714285714285714,0.666666666666667,0.222222222222222,0.777777777777778,0.714285714285714,0.625
"TOX3",1,1,0.714285714285714,1,1,0.888888888888889,0.857142857142857,1
"FOXP2",0.666666666666667,1,0.857142857142857,0.833333333333333,0.666666666666667,0.777777777777778,0.714285714285714,0.75
"TNRC18",0.666666666666667,0.333333333333333,0,0.166666666666667,0.222222222222222,0,0.142857142857143,0.125
"SLC16A3",0.666666666666667,0.333333333333333,0.285714285714286,0.166666666666667,0.777777777777778,0.111111111111111,0.571428571428571,0.375
"SLC31A1",1,0.666666666666667,1,0.5,1,1,1,1
"ABCC3",0,0.166666666666667,0.285714285714286,0.5,0.222222222222222,0.222222222222222,0.142857142857143,0.5
"ABCC4",0.666666666666667,0.833333333333333,0.571428571428571,0.333333333333333,0.222222222222222,0.444444444444444,0.714285714285714,0.75
"CD3EAP",0,0,0,0,0,0,0,0
"P4HA2",0,0,0,0.166666666666667,0,0,0,0
"MAGEB2",0.666666666666667,0.333333333333333,0.428571428571429,0.333333333333333,0.333333333333333,0.555555555555556,0.857142857142857,0.625
"MAGEB3",0.666666666666667,0.833333333333333,0.285714285714286,0.333333333333333,0.777777777777778,0.666666666666667,0.714285714285714,0.625
"CAPN5",0.5,0.5,0.428571428571429,0.333333333333333,0.555555555555556,0.666666666666667,0.285714285714286,0.375
"GYG2",0.5,0.5,1,0.5,0.222222222222222,0.555555555555556,0.571428571428571,0.375
"YKT6",0,0,0,0,0,0,0,0
"NUPL2",0,0,0,0,0,0,0,0
"ARPC5",0,0,0,0,0,0,0,0
"POLR2D",0,0,0,0,0,0,0,0
"CLOCK",0.166666666666667,0,0.142857142857143,0.666666666666667,0.666666666666667,0.444444444444444,0.857142857142857,0.625
"CFLAR",0.833333333333333,0.833333333333333,0.428571428571429,0.833333333333333,0.888888888888889,0.555555555555556,0.714285714285714,0.125
"DDX3Y",1,0.5,0.714285714285714,0.5,0.888888888888889,0.333333333333333,0.714285714285714,0.75
"MAFG",0.166666666666667,0,0.142857142857143,0.333333333333333,0.222222222222222,0.111111111111111,0.142857142857143,0.375
"PDPK1",0,0,0,0,0,0,0,0
"TAPBP",0.166666666666667,0,0.285714285714286,0,0,0.333333333333333,0.142857142857143,0
"PER1",0,0.166666666666667,0.571428571428571,0.333333333333333,0.777777777777778,0.333333333333333,0.285714285714286,0.25
"FABP7",0.5,0.166666666666667,0.285714285714286,0.5,0.333333333333333,0.888888888888889,0.571428571428571,0.75
"RNF113A",0,0,0,0,0,0,0,0
"KDM6A",0,0,0.142857142857143,0.166666666666667,0,0,0,0.25
"CLDN3",0.5,1,0.428571428571429,0.833333333333333,1,0.888888888888889,0.857142857142857,1
"DHX15",0,0,0,0,0,0,0,0
"RNMT",0,0,0,0,0,0,0,0
"ZZEF1",0,0,0,0,0,0,0,0
"ASAP2",0,0,0,0.166666666666667,0,0,0.142857142857143,0
"TTI1",0,0,0,0,0,0,0,0
"PLXNB1",1,0.833333333333333,1,1,1,1,1,1
"RRP8",0,0,0,0,0,0,0,0
"PJA2",0,0,0,0,0,0,0,0
"SIPA1L1",0,0,0,0,0,0,0,0.125
"ZBTB24",1,1,1,0.333333333333333,0.555555555555556,1,1,1
"CYB5B",0,0.166666666666667,0,0,0.111111111111111,0.111111111111111,0,0.375
"PRPF4",0,0,0,0,0,0,0,0
"PHGDH",0,0,0,0,0,0,0,0
"NDUFS4",0,0,0,0,0,0,0,0
"ARHGAP6",0.666666666666667,0.5,0.571428571428571,0.333333333333333,0.666666666666667,0.555555555555556,0.714285714285714,0.375
"IRAK2",0,0.333333333333333,0,0.166666666666667,0,0,0,0
"PHF1",0.166666666666667,0,0.571428571428571,0,0.111111111111111,0.333333333333333,0.142857142857143,0.5
"4-Sep",0.833333333333333,0.666666666666667,0.714285714285714,0.833333333333333,0.777777777777778,0.888888888888889,0.857142857142857,0.625
"DYNC1LI2",0,0,0,0,0,0,0,0
"KLK10",0.5,0.833333333333333,0.428571428571429,0.833333333333333,0.444444444444444,0.777777777777778,0.571428571428571,0.375
"PSMD3",0,0,0,0,0,0,0,0
"SLC7A4",1,1,1,1,0.888888888888889,0.888888888888889,0.857142857142857,1
"RBFOX2",0,0,0,0.166666666666667,0,0,0,0
"PAPSS1",0,0,0,0,0,0,0,0
"SIAH2",0,0.166666666666667,0.142857142857143,0,0.111111111111111,0.333333333333333,0.285714285714286,0.625
"ZNHIT1",1,0.666666666666667,0.714285714285714,0.666666666666667,0.888888888888889,0.777777777777778,0.571428571428571,0.5
"ZW10",0,0,0,0,0,0,0,0
"PRODH",0.666666666666667,0.5,0.428571428571429,0.833333333333333,0.333333333333333,0.555555555555556,0.571428571428571,0.375
"SPINT1",0.333333333333333,0.833333333333333,0,0.666666666666667,0.888888888888889,0.777777777777778,0.571428571428571,0.875
"EFS",0.333333333333333,0.666666666666667,0.571428571428571,1,0.888888888888889,0.777777777777778,0.857142857142857,0.875
"B4GALT5",0.166666666666667,0,0.142857142857143,0.166666666666667,0.111111111111111,0.222222222222222,0.428571428571429,0.125
"SART1",0,0,0,0,0,0,0,0
"SPINT2",0.166666666666667,0.166666666666667,0,0.333333333333333,0.111111111111111,0.222222222222222,0,0.125
"DAPK3",0.166666666666667,0,0,0.166666666666667,0,0,0,0
"TGFB1I1",0.333333333333333,0,0.428571428571429,0.5,0.222222222222222,0.333333333333333,0.142857142857143,0.125
"SRGAP3",0.333333333333333,0.5,0.571428571428571,0.666666666666667,0.333333333333333,0.333333333333333,0.428571428571429,0.75
"AP5Z1",0,0,0,0,0,0.111111111111111,0.142857142857143,0
"LRRTM2",0.333333333333333,0,0.142857142857143,0.666666666666667,0.111111111111111,0.111111111111111,0.714285714285714,0.125
"HSPA12A",0.5,0,0.142857142857143,0.333333333333333,0,0.111111111111111,0,0
"CCP110",0.166666666666667,0,0.142857142857143,0.333333333333333,0,0,0,0
"ZSCAN12",0.833333333333333,1,1,0.833333333333333,0.777777777777778,1,0.428571428571429,0.875
"CTIF",0.833333333333333,0.666666666666667,1,0.833333333333333,1,0.666666666666667,0.857142857142857,0.75
"MTSS1",0.666666666666667,0.666666666666667,0.571428571428571,0.166666666666667,0.444444444444444,0.444444444444444,0.571428571428571,0.625
"PPIP5K2",0,0,0,0,0,0,0,0
"MAP3K7",0,0,0,0,0,0,0,0
"EEF1E1",0,0,0,0,0,0,0,0
"MSI1",0.666666666666667,0.666666666666667,0.714285714285714,0.833333333333333,0.777777777777778,0.777777777777778,0.571428571428571,0.625
"RIPK2",0,0,0,0.333333333333333,0,0,0,0
"HOXD3",1,1,1,1,0.888888888888889,0.888888888888889,0.857142857142857,0.75
"WDR62",0.5,0.666666666666667,0.571428571428571,0.666666666666667,0.777777777777778,0.555555555555556,0.714285714285714,0.875
"HNRNPR",0,0,0,0,0,0,0,0
"PRPF3",0,0,0,0,0,0,0,0
"TXNL1",0,0,0,0,0,0,0,0
"TPD52L2",0.166666666666667,0,0,0,0,0,0,0.125
"EMC8",0,0,0,0,0,0,0,0
"COCH",0.666666666666667,0.5,0.285714285714286,0.5,0.555555555555556,0.444444444444444,0.428571428571429,0.375
"ERI3",0,0,0,0,0,0,0,0
"PRKRIR",0,0,0,0,0,0,0,0
"SYNJ1",0,0,0,0,0,0,0,0
"FIBP",0,0,0,0,0,0,0,0
"EIF4G3",0,0,0,0,0,0,0,0
"CBFA2T2",0,0,0,0,0,0,0,0
"PPIH",0,0,0,0,0,0,0,0
"SUV39H1",0.833333333333333,0.833333333333333,0.428571428571429,0.166666666666667,0.777777777777778,1,0.857142857142857,1
"HTRA2",0,0,0,0,0,0,0,0
"KLF4",0.5,1,0.714285714285714,1,1,0.888888888888889,0.714285714285714,0.875
"OIP5",0.666666666666667,0.333333333333333,0,0.166666666666667,0.111111111111111,0.666666666666667,0.571428571428571,0.625
"AKR7A2",0,0,0,0,0,0,0,0
"EPB41L2",0,0,0,0,0,0,0,0
"TGOLN2",0,0,0,0,0,0,0,0
"RAD51C",0.333333333333333,0,0,0,0,0,0,0.25
"LAMTOR5",0,0,0,0,0,0,0,0
"MED7",0,0,0,0,0,0,0,0
"WIPF1",0.666666666666667,0,0.857142857142857,0.166666666666667,0,0.333333333333333,0.285714285714286,0.25
"FOXO3",0,0.166666666666667,0.428571428571429,0.166666666666667,0.222222222222222,0.222222222222222,0,0.125
"XRCC3",0.5,0.333333333333333,0,0.166666666666667,0.444444444444444,0.222222222222222,0.428571428571429,0.5
"SGCE",0.833333333333333,0.833333333333333,1,1,0.888888888888889,0.888888888888889,1,0.875
"RGS14",0,0,0.285714285714286,0.166666666666667,0,0,0.142857142857143,0
"RNF13",0.333333333333333,0.5,0,0.166666666666667,0.222222222222222,0.222222222222222,0.142857142857143,0.625
"CA12",0.5,0.833333333333333,1,0.666666666666667,0.888888888888889,0.555555555555556,0.714285714285714,0.5
"AKAP10",0,0,0,0,0,0,0,0
"DENR",0,0,0,0,0,0,0,0
"PSTPIP1",1,0.5,0.571428571428571,0.333333333333333,0.777777777777778,0.666666666666667,0.714285714285714,0.75
"XPOT",0,0,0,0,0,0,0,0
"SPRY2",0.833333333333333,1,1,1,0.888888888888889,1,1,1
"DNPH1",0,0,0,0,0,0,0,0
"DCX",1,1,1,1,0.888888888888889,1,1,1
"SPRY1",0.833333333333333,1,1,0.5,0.666666666666667,0.888888888888889,0.714285714285714,1
"TIMM44",0,0,0,0,0,0,0,0
"TRAPPC3",0,0,0,0,0,0,0,0
"SI2",0.833333333333333,0.833333333333333,1,1,0.222222222222222,1,0.857142857142857,0.75
"CHMP2A",0,0,0,0,0,0,0,0
"NCK2",0,0,0,0,0,0,0,0
"PSCA",1,1,1,0.666666666666667,0.777777777777778,0.888888888888889,0.857142857142857,1
"TSPAN6",0.166666666666667,0.5,0,0.833333333333333,0.111111111111111,0.111111111111111,0,0.375
"PLRG1",0,0,0,0,0,0,0,0
"PRC1",0,0,0,0,0,0,0,0
"RGS10",0,0,0,0,0,0,0,0
"ZNF207",0,0,0,0,0,0,0,0
"NDUFB5",0.666666666666667,0.5,0.428571428571429,0,0.777777777777778,0.444444444444444,1,0.625
"NDUFB3",0.833333333333333,1,0.428571428571429,0.166666666666667,0.888888888888889,0.555555555555556,0.571428571428571,0.875
"NDUFA2",0,0,0,0,0,0,0,0
"LDB2",0.666666666666667,0.833333333333333,0.857142857142857,1,1,0.777777777777778,0.428571428571429,0.625
"AS1",0,0,0,0,0,0,0,0
"BUB1",0,0,0,0,0,0,0,0
"BUB3",0,0,0,0,0,0,0,0
"PPAP2C",0.833333333333333,1,0.142857142857143,0.833333333333333,0.555555555555556,0.333333333333333,0.142857142857143,0.75
"PI15",1,0.666666666666667,1,0.833333333333333,0.555555555555556,0.888888888888889,0.857142857142857,0.75
"ACTN4",0,0,0,0,0,0,0,0
"GSTZ1",0,0.166666666666667,0,0,0,0,0,0
"WBSCR22",0,0,0,0,0,0,0,0
"TRIAP1",0.166666666666667,0.333333333333333,0,0,0,0.111111111111111,0.142857142857143,0.5
"GATC",0,0.166666666666667,0.142857142857143,0,0.111111111111111,0,0,0.25
"HTATSF1",0,0,0,0,0,0,0,0
"TRAF3IP2",0.5,0.5,0.428571428571429,0.666666666666667,0.222222222222222,0.777777777777778,0.857142857142857,0.75
"ITM2A",0.833333333333333,0.333333333333333,0.714285714285714,0.166666666666667,0.666666666666667,0.777777777777778,0.857142857142857,0.875
"CYTH3",0,0,0.142857142857143,0,0,0,0,0
"PRKAB2",0,0.166666666666667,0.428571428571429,0.333333333333333,0,0.222222222222222,0,0
"AP1G1",0,0,0,0,0,0,0,0
"STX6",0,0,0,0.166666666666667,0,0,0.142857142857143,0.25
"SYNGR1",0.166666666666667,0.333333333333333,1,0.333333333333333,0.222222222222222,0.222222222222222,0.285714285714286,0.5
"SYNGR2",0,0,0,0,0.222222222222222,0,0,0
"SYNGR3",0.833333333333333,0.833333333333333,1,0.833333333333333,1,1,0.714285714285714,0.875
"SGTA",0,0,0,0,0,0,0,0
"LIAS",1,0.666666666666667,0.142857142857143,0.666666666666667,0.888888888888889,0.777777777777778,0.571428571428571,0.75
"ENSA",0,0,0,0,0,0,0,0
"RS",0,0,0,0,0,0,0,0
"SPOP",0.333333333333333,0.166666666666667,0.142857142857143,0,0.333333333333333,0.444444444444444,0.142857142857143,0.125
"MYO1B",0,0,0,0,0,0,0,0
"SS1",0.166666666666667,0,0.142857142857143,0,0.111111111111111,0.222222222222222,0.142857142857143,0.25
"SLC25A17",0.833333333333333,0.833333333333333,0.857142857142857,0.333333333333333,0.777777777777778,1,1,0.75
"NUDT21",0,0,0,0,0,0,0,0
"LANCL1",0,0,0,0,0,0,0,0
"STRN",0,0,0,0,0,0,0,0
"RRP9",0,0,0,0,0,0,0,0
"SCO2",0.666666666666667,1,0.857142857142857,0.333333333333333,0.888888888888889,0.888888888888889,0.714285714285714,0.875
"C21orf2",0.833333333333333,1,0.857142857142857,0.833333333333333,1,0.888888888888889,1,0.625
"AKAP8",0,0,0,0,0,0,0,0
"GTPBP6",0.166666666666667,0,0,0,0.111111111111111,0,0,0
"SLC37A4",1,1,0.857142857142857,1,0.555555555555556,0.777777777777778,1,0.375
"ZBTB14",0.5,0.166666666666667,0.428571428571429,0.166666666666667,0.333333333333333,0.444444444444444,0.285714285714286,0.375
"IDH3B",0,0,0,0,0,0,0,0
"NRD1",0,0,0,0,0,0,0,0
"CALU",0,0,0,0,0,0,0,0
"EDIL3",0.166666666666667,0,0.142857142857143,0.166666666666667,0.111111111111111,0,0.142857142857143,0.125
"AHCYL1",0,0,0,0,0,0,0,0
"KIF1C",0,0,0,0,0,0,0,0
"PRICKLE3",0.5,0.166666666666667,0.571428571428571,0.333333333333333,0.333333333333333,0.333333333333333,0.714285714285714,0.5
"GAS2",0,0.166666666666667,0.571428571428571,0.666666666666667,0.111111111111111,0.444444444444444,0.428571428571429,0.375
"ORC5",0,0,0,0,0,0,0,0
"TYROBP",1,1,1,0.833333333333333,1,1,1,1
"NDUFS5",0,0,0,0,0,0,0,0
"PDE6D",0,0,0,0.166666666666667,0,0,0,0
"ORC4",0,0,0,0,0,0,0,0
"PEX1",0.333333333333333,0,0.142857142857143,0,0,0,0,0.125
"RAD21",0,0,0,0,0,0,0,0
"AKR1B10",0,0,0,0.166666666666667,0,0,0,0
"TIMM8A",0,0,0,0,0,0,0,0
"KALRN",0.166666666666667,0,0,0.166666666666667,0.222222222222222,0.222222222222222,0,0.125
"DHX16",0,0,0,0,0,0,0,0
"SSSCA1",0,0,0,0,0,0,0,0
