"","X786O","A498","A549","ACHN","BT549","CAKI1","CCRFCEM","COLO205","DU145","EKVX","HCC2998","HCT116","HCT15","HL60","HOP62","HOP92","HS578T","HT29","IGROV1","K562","KM12","LOXIMVI","M14","MALME3M","MCF7","MDAMB231","MDAMB435","MDAMB468","MOLT4","NCIADRES","NCIH226","NCIH23","NCIH322M","NCIH460","NCIH522","OVCAR3","OVCAR4","OVCAR5","OVCAR8","PC3","RPMI8226","RXF393","SF268","SF295","SF539","SKMEL2","SKMEL28","SKMEL5","SKOV3","SN12C","SNB19","SNB75","SR","SW620","T47D","TK10","U031","U251","UACC257","UACC62"
"LIMS2",1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0.5,0.5,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0
"TMEM179B",0.5,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0.5,1,1,1,1,0.5,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0.5,0.5,1,1,1,0,1,0,0,0,1,0
"GALNT10",1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0.5,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0
"FRAS1",0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0.5,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1
"RAB43",1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"ZSCAN29",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0
"C4orf33",0,1,1,0.5,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0.5,1,1,0,0,1,0,0,0,0.5,0,0,0.5,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0
"LPCAT1",1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0.5,1,0,0,0,1,0
"IPMK",0,1,1,1,0,1,0,0.5,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0.5,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0
"STXBP6",0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0.5,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1
"OCC1",1,1,0,1,0,1,1,0.5,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0.5,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0
"RIN3",1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0.5,1,1,1,0,1,0,0,0,1,1,0,1,1
"NUDT8",0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0.5,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0.5
"RTN4IP1",1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0.5,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0.5,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
"SELM",1,1,0.5,0.5,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0.5,1,1,0,0,0,1,1,1,0.5,0,0,1,1,1,1,1,1
"PPM1E",1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0.5,1,1,1,0,0,1,1,0,1,0,0,1,1
"PIGK",1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0.5,1,0,0,1,0,0.5,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0.5,0,1,1,1,1,0.5,1,0,0,0,1,0
"HGD",1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0.5,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0
"RPUSD4",1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0.5,0,1,0,1,0
"CERS2",1,1,0.5,0,1,0,0,1,1,1,1,0.5,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0.5,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0
"FAM89A",1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0.5,1,0.5,0,1,1,0.5,1,0,0,1,0.5,1,0,0,1,1,1,1,0.5,1,1,1,0,0.5,0,1,0,0,1,1,1,1,0,0,0,0,0,0.5,0,1,0,0,1,1
"ZNF414",0,0,0,0,0.5,0,1,1,1,1,0.5,1,1,1,1,1,1,0,1,1,0.5,0.5,1,0,0,1,0,1,0.5,0,0,0,1,0.5,1,1,1,1,1,1,0.5,0,0,0,1,1,0.5,1,0,0,1,1,1,1,0,0,1,1,0,1
"MBOAT7",1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0.5,0,0.5,1,0,0.5,1,0,1,1,1,1,0,0,0,0,0,0.5,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0
"TRERF1",1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1
"DEPDC7",1,1,1,1,1,1,0,1,1,1,0,1,0.5,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1
"POLR3GL",0,0,0,1,0,1,1,1,1,1,0,0,0,0,0.5,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0.5,0.5,0.5,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0.5,1,1,1,0,1
"MCMBP",0,1,0,0,0,0,1,1,1,0.5,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0
"GGACT",0,0,0,1,1,0,0,1,1,1,1,1,0.5,1,1,1,0,0.5,1,1,0,1,0,0,1,0.5,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0.5,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0
"HEMGN",0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1
"CRISPLD2",0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1
"ACSS3",0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0.5,0,0
"ZMAT3",0.5,1,0,1,0,1,1,0,1,0,0,1,0,0.5,0.5,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0.5,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1
"PRDM8",1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0.5,1,1,0.5,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0
"ITM2C",1,0,1,0,1,0,1,0,0.5,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0.5,1,0,0,0,1,1,0
"OSTC",1,1,0,0,1,0,0,0,1,1,0,0,1,1,0.5,0.5,1,1,0,1,0,1,1,1,1,1,0.5,0.5,0,1,0.5,1,1,0.5,0.5,1,0.5,1,0.5,0,1,0,0.5,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0.5
"C1orf109",1,1,0.5,1,1,0,1,1,1,1,0.5,1,1,0,1,1,0,1,1,1,0.5,1,0,1,1,1,0,1,0,1,0,1,0.5,1,0.5,1,0.5,1,1,1,1,0,0,0,0.5,1,0,0,0.5,0.5,1,0,0,0.5,1,0,0.5,1,0,0
"GFOD1",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0.5,1,0.5,1,1,0,1,1
"SMPD4",1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
"BET1L",1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0.5,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0.5,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0.5,1,0,1
"CEP72",0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0
"EGFL7",0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0.5,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0.5,1,1,1,1,1,1,0,0,1,1,0,0,1,1
"USP20",1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1
"POLR3K",0,1,1,1,0,1,1,1,0.5,0,0,1,1,1,0.5,0,1,0,0,1,1,0.5,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0.5,1,0.5,0,1,0,0
"IER3IP1",1,0,0,1,0.5,0,0,1,0,1,1,0,0,0,0,1,0,0.5,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0.5,1,1,1,1,0,1,1,0,0,0
"DENND3",1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1
"SMIM23",0,0,1,1,0,0,1,0.5,0.5,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0.5,0.5,0,0,1,0.5,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1
"ATXN7",0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0.5,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0.5,1,0,1,0,0,1,1,1,1
"ERLIN1",1,0,0,0,1,0,0,1,1,0.5,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
"GLCE",1,0,1,1,0,1,1,1,1,0,1,1,1,0,0.5,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0
"MBD4",1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0.5,1
"ABCB11",1,1,0,1,0,1,1,0,0.5,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0.5,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0.5,0,1,0,0,0
"SLC4A2",1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0.5,1,1,0,0,0,0,1,0,0,0,1,0,1,0
"IGF1R",1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
"CD55",1,0,1,1,0,0,0,0,1,1,1,0.5,1,0,1,1,1,0,0.5,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0.5,1,0,0,0,0,0,1,0.5,0,0,1
"NCAM1",1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0.5,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0.5,0,0,0,0,1,0
"CES1",1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1
"SDC4",1,1,0.5,0.5,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0.5,0,1,1,0,1,1,1,0,0.5,0,1,1,1,1,1,0.5,1,1,1,0.5,0.5,0,1,1,1,1,0,0,0,1,1,0,0.5,0.5,1,0.5,1,0.5,0,0,0
"BTD",0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0.5,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0
"NR0B1",0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1
"JAK3",1,0,0,0,1,0,1,0,0.5,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0
"VLDLR",1,0,0,0.5,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0.5,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0
"APOBR",1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0.5,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0
"FAAP100",1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0.5,1,0,0,1,1,0,1,1,0,1,0,1,0.5
"DHRS2",1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1
"STX3",1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0.5
"NCOA4",0,0,0,1,1,1,1,0,1,0.5,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0
"RFTN1",1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0
"CYP51A1",1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1
"SPHKAP",0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0
"VMA21",1,0,0,1,1,0.5,1,0,1,1,0,0,0,1,0.5,0.5,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0.5,0,1,1,0.5,1,0.5,1,1,1,0,1,1,0.5,1,1,0,1,1,0.5,1,0,0,1,1,1,1,0.5
"DCAF6",0,0.5,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0.5,1,1,1,1,1,0,1,0,1,0
"YIF1B",1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0.5,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0.5,1,1,1,1,1,1,1,1,1,0,0,0,0,0.5,1,1,1
"METTL10",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0.5,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0.5,1,0,0,1,0,0
"HENMT1",1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1
"WLS",1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0.5,1,1,0,1,1,1,0,0,1,1,0.5,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1
"PXDC1",1,1,0,0,1,0,0,0,1,1,1,0,0,1,0.5,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0.5,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0.5,1,0,0,0,1,1,1,1,1
"KAZN",1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0.5,0,1,1,0,0,1,0,0,0,0.5,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1
"CDC42EP5",0.5,0.5,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0.5,1,0,1,1,1,0.5,0,1,1,1,1,1,1,1,1,1,1,0.5,0,1,0,0,1,0,0,0,0.5,0.5,0.5,1,0,0.5,1,0,0.5,1,0,1
"MTFR2",0,0.5,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0.5,1,0,1,1,0,0
"NOTUM",0,0,0.5,0,1,0,1,0,1,1,0.5,1,1,0,0,0.5,1,0,1,1,1,1,0,0,0.5,1,1,1,0.5,1,1,1,1,1,1,1,0,0.5,0.5,1,0.5,0,1,1,1,0,1,1,1,1,1,0.5,1,1,0,0,0,0,0,1
"MOXD1",1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
"SPATC1",1,1,0,0.5,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1
"PDSS2",1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0.5,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0
"SULF2",0,1,0,1,0,0,1,1,0,1,0.5,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0.5,1,1,1,0,0,1,0,1,1,1,1,1,0.5,1,1,0,0
"KIAA0319L",1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1
"PIAS4",1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1
"TRIML2",1,1,1,0,1,1,1,1,1,1,0.5,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0.5,0,0,0,1,1,1,1,0.5,1,0,1,0,0,1,1
"TMEM102",0,0.5,0,1,0,0,1,1,1,1,1,1,1,1,0,0.5,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0.5,0.5,0,1,0,0,0,1,0,0,1,1,0,0,0.5,1,1,1,1,1,0,0
"SLC20A1",1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0.5,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0.5
"ORAOV1",0,1,1,1,0,0,0,0.5,1,1,1,1,1,0,1,1,1,0,1,1,1,0.5,1,1,0,1,0,0.5,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0.5,1,0,0
"CANT1",1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0
"UBXN4",1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0
"ABTB1",0,0.5,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1
"CHMP4C",1,1,1,1,0,1,0,0.5,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0.5,0,0,1,0.5,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0
"LRRC45",0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0.5,1,0,0.5,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1
"GRAMD1A",1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0
"TMCO6",0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0.5,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0
"RMI2",0,1,0,0,1,0,1,1,1,1,1,0.5,1,1,0,0.5,0,1,1,1,0.5,1,1,1,1,1,0,0,1,1,0,0,1,0.5,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0.5,0.5,0,1,1,1,1,0,1,0,1,1
"JAKMIP1",1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0
"TEFM",1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0.5,1,1,1,1,0,1,1,1,0,1,1,0,0.5,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1
"ALPK1",1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0.5,1,1,1,0,1
"CLCC1",1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1
"NELL2",0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0.5,0,1,1,0,0,0.5,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0
"SPIN2B",0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0.5,0,1,0,0,0,0.5,1,1,0,1,1,0,1,1,1,0
